小区,区域,商圈,在售,在租,建成时间,均价(元/平米),均价环比上月(%)
漕泾一村,徐汇,康健,30,21,1988,"
60947","
8.38%"
书香逸居,徐汇,长桥,30,8,2006,"
94707","
1.62%"
吴中公寓,徐汇,徐家汇,30,0,1996,"
66722","
5.25%"
徐家汇景福苑,徐汇,徐家汇,30,2,2003,"
85869","
0.01%"
漕宝路商铺,徐汇,田林,29,8,1900,"
42943","
0.01%"
恒地苑,徐汇,龙华,29,0,2004,"
58427","
0.22%"
建国西路211弄小区,徐汇,建国西路,29,14,1930,"
103652","
2.43%"
金龙花苑茶花园,徐汇,徐汇滨江,29,0,1997,"
66274","
1.42%"
乐山二村,徐汇,徐家汇,29,35,1990,"
55722","
0.77%"
南虹公寓,徐汇,徐家汇,29,26,1999,"
73850","
3.17%"
千鹤小区,徐汇,田林,29,4,2000,"
43751","
1.01%"
永太小区,徐汇,建国西路,29,11,1991,"
121254","
2.87%"
百第宜山大楼,徐汇,万体馆,28,8,2003,"
43724","
2.40%"
桂莘小区,徐汇,康健,28,16,1999,"
62208","
0.02%"
康馨家园,徐汇,康健,28,53,2002,"
71159","
4.97%"
龙安小区,徐汇,龙华,28,3,1996,"
53003","
9.98%"
梅陇六村,徐汇,华东理工,28,35,1990,"
58434","
3.05%"
田林三村,徐汇,田林,28,58,1982,"
72880","
8.24%"
东方时空公寓,徐汇,徐家汇,27,38,2003,"
89636","
7.71%"
桂梅别墅,徐汇,康健,27,15,1995,"
62903","
3.31%"
淮海中路洋房,徐汇,衡山路,27,86,1992,"
125618","
1.44%"
华富大厦,徐汇,龙华,27,10,2003,"
23179","
3.57%"
上海新村,徐汇,徐家汇,27,14,1998,"
135068","
23.44%"
俞二小区,徐汇,龙华,27,10,1992,"
55493","
0.45%"
金丽广场,徐汇,田林,26,35,2000,"
58959","
1.02%"
嘉嘉大楼,徐汇,建国西路,26,0,2004,"
82892","
4.89%"
金兰花苑,徐汇,徐家汇,26,1,1996,"
32975","
2.46%"
嘉善路新里,徐汇,建国西路,26,9,1938,"
124896","
0.96%"
龙南四村,徐汇,龙华,26,0,1996,"
66932","
1.1%"
梦蝶苑,徐汇,龙华,26,7,1997,"
61917","
5.24%"
明佳苑,徐汇,龙华,26,21,1998,"
64422","
0.79%"
南溪公寓,徐汇,徐家汇,26,17,1999,"
64564","
0.16%"
泰东新村,徐汇,徐家汇,26,23,1993,"
76946","
5.49%"
怡桂苑,徐汇,田林,26,40,2006,"
76012","
6.72%"
爱中爱华公寓,徐汇,徐家汇,25,3,1998,"
65232","
4.43%"
巴黎时韵,徐汇,建国西路,25,16,2003,"
36891","
9.23%"
茶陵小区,徐汇,斜土路,25,25,1982,"
65196","
1.54%"
汇金广场公寓,徐汇,徐家汇,25,60,1998,"
58756","
6.49%"
汇成宾阳苑,徐汇,龙华,25,3,2005,"
73511","
4.11%"
汇嘉大厦,徐汇,徐家汇,25,22,1997,"
17787","
0.88%"
华强公寓,徐汇,衡山路,25,23,1993,"
95431","
3.34%"
建国西路358弄小区,徐汇,徐家汇,25,15,1939,"
90960","
3.62%"
金龙花苑玫瑰园,徐汇,徐汇滨江,25,7,2006,"
77682","
8.73%"
南丹路128弄小区,徐汇,徐家汇,25,6,1997,"
116109","
3.04%"
上影广场公寓,徐汇,徐家汇,25,21,1998,"
62468","
9.38%"
徐汇芳草苑,徐汇,龙华,25,8,2002,"
50640","
1.05%"
长春苑,徐汇,田林,24,42,2007,"
71034","
4.11%"
嘉善路232弄小区,徐汇,建国西路,24,26,1998,"
105659","
0.48%"
康沁苑,徐汇,康健,24,5,2000,"
73546","
6.20%"
康健路100弄小区,徐汇,康健,24,39,1989,"
61488","
0.59%"
乐山大楼,徐汇,徐家汇,24,26,1991,"
85145","
7.88%"
慎成里,徐汇,建国西路,24,19,2000,"
131150","
52.29%"
银星名庭,徐汇,龙华,24,34,2014,"
52475","
6.39%"
高安路9弄小区,徐汇,衡山路,23,19,1970,"
95151","
6.17%"
航天公寓,徐汇,田林,23,16,2009,"
62478","
2.27%"
化工一四村,徐汇,华东理工,23,50,1992,"
71432","
0.23%"
金祥苑二期,徐汇,田林,23,2,2004,"
52034","
9.53%"
梅陇八村,徐汇,华东理工,23,26,1994,"
67343","
0.98%"
煤科小区,徐汇,万体馆,23,22,2000,"
73268","
0.75%"
庆余公寓,徐汇,徐家汇,23,5,1996,"
77962","
7.11%"
太原路新里,徐汇,建国西路,23,16,1958,"
141758","
2.83%"
吴兴大楼,徐汇,衡山路,23,8,1985,"
91935","
28.00%"
徐汇商务大厦,徐汇,万体馆,23,75,2009,"
28839","
0.58%"
徐虹路110弄小区,徐汇,徐家汇,23,0,1987,"
93708","
5%"
中瑞公寓,徐汇,田林,23,4,2011,"
69911","
0.95%"
番禺小区,徐汇,徐家汇,22,10,1991,"
53969","
6.00%"
高安公寓,徐汇,衡山路,22,9,1999,"
76676","
3.22%"
建国西路354弄小区,徐汇,建国西路,22,11,1932,"
118072","
4.45%"
建安公寓,徐汇,衡山路,22,1,1940,"
103789","
1.36%"
凯旋豪庭,徐汇,徐家汇,22,12,2004,"
70082","
5.50%"
瑞嘉公寓,徐汇,斜土路,22,4,2000,"
73111","
3.29%"
柿子湾小区,徐汇,徐家汇,22,7,1990,"
89879","
8.15%"
尚光徐汇中心,徐汇,徐家汇,22,54,2016,"
77316","
6.47%"
乌鲁木齐中路新里,徐汇,衡山路,22,8,1991,"
91599","
4%"
祥和公寓徐汇,徐汇,斜土路,22,5,2004,"
42288","
1.84%"
爱邦大厦,徐汇,徐家汇,21,10,1990,"
45085","
2.91%"
东航公寓,徐汇,徐家汇,21,7,2000,"
72465","
4.16%"
桂花园,徐汇,康健,21,36,1989,"
59459","
3.83%"
华侨公寓,徐汇,衡山路,21,1,1960,"
102629","
17.32%"
海天公寓,徐汇,徐家汇,21,20,1995,"
78833","
2.5%"
龙龙家园,徐汇,龙华,21,0,2005,"
46955","
1.96%"
石油公寓,徐汇,徐家汇,21,3,2000,"
67792","
1.37%"
田林五村,徐汇,田林,21,53,1998,"
63748","
1.07%"
宛南二村,徐汇,徐家汇,21,24,1990,"
73601","
1.31%"
现代大厦,徐汇,徐家汇,21,19,1997,"
28488","
0.61%"
岳阳花苑,徐汇,建国西路,21,9,2000,"
83238","
2.13%"
中科新苑,徐汇,斜土路,21,11,2000,"
79768","
2.95%"
茶陵路400弄小区,徐汇,徐家汇,20,4,1985,"
85732","
65.88%"
复兴中路1232弄小区,徐汇,衡山路,20,2,1900,"
97352","
0.02%"
凤凰科技园,徐汇,漕河泾,20,163,2006,"
22558","
0.75%"
康健路120弄小区,徐汇,康健,20,41,1986,"
77572","
1.97%"
康佳苑,徐汇,上海南站,20,13,2000,"
56133","
9.6%"
体育花苑,徐汇,上海南站,20,21,1999,"
65597","
2.59%"
文馨苑,徐汇,康健,20,10,2005,"
84494","
0.93%"
兴南花园,徐汇,斜土路,20,1,2000,"
57668","
6.64%"
襄阳南路306弄新里,徐汇,建国西路,20,11,1979,"
116849","
1.13%"
襄阳南路452弄小区,徐汇,建国西路,20,14,1993,"
128362","
2.50%"
徐汇臻园别墅,徐汇,华泾,20,3,2007,"
67154","
3.70%"
延庆路123弄小区,徐汇,衡山路,20,12,1991,"
126312","
0.44%"
澳龙公寓,徐汇,龙华,19,6,2003,"
59840","
5.33%"
百第宜山大厦,徐汇,万体馆,19,2,2003,"
18112","
5.93%"
漕溪大楼,徐汇,万体馆,19,23,1989,"
70960","
0.96%"
长乐公寓,徐汇,衡山路,19,3,1996,"
83039","
0.61%"
港汇花园,徐汇,徐家汇,19,25,2006,"
98102","
2.82%"
淮海中路1412弄小区,徐汇,衡山路,19,33,1983,"
96413","
0.64%"
汇银广场,徐汇,徐家汇,19,96,1998,"
17766","
5.84%"
平成阁公寓,徐汇,田林,19,1,1997,"
58740","
3.01%"
寿德坊,徐汇,康健,19,20,1994,"
63495","
2.15%"
天平路91弄小区,徐汇,徐家汇,19,16,1990,"
121315","
2.56%"
五原路76弄小区,徐汇,建国西路,19,12,1969,"
116189","
0.03%"
襄阳南路444弄小区,徐汇,建国西路,19,7,1988,"
135603","
46.93%"
永福路147弄小区,徐汇,衡山路,19,13,1941,"
109477","
1.52%"
华鼎社区,徐汇,万体馆,18,27,2000,"
65132","
3.44%"
罗秀二村,徐汇,长桥,18,33,2000,"
48544","
5.2%"
南山大楼,徐汇,徐家汇,18,7,1997,"
70905","
3.94%"
南丹路商铺,徐汇,徐家汇,18,6,1900,"
28447","
0.02%"
日晖新城,徐汇,斜土路,18,28,2004,"
87544","
2.24%"
田林兰桂坊,徐汇,田林,18,6,2001,"
72050","
4.93%"
田林八村,徐汇,田林,18,37,1985,"
87354","
1.84%"
宛平南路431弄小区,徐汇,徐家汇,18,0,1998,"
92219","
2.57%"
吴兴路24弄小区,徐汇,衡山路,18,3,1988,"
117369","
0.47%"
徐汇兆嘉园,徐汇,万体馆,18,1,2002,"
46360","
6.53%"
悦兴苑,徐汇,徐汇滨江,18,0,2005,"
51365","
0.77%"
东方康洛,徐汇,漕河泾,17,8,2004,"
75997","
2.4%"
大木桥路450弄小区,徐汇,斜土路,17,17,1987,"
67402","
2.72%"
科汇景苑,徐汇,田林,17,1,2004,"
62120","
7.59%"
陇南小区,徐汇,华东理工,17,7,1998,"
56170","
1.50%"
明辉苑,徐汇,徐家汇,17,10,2002,"
88806","
3.39%"
乾骏园,徐汇,龙华,17,7,1998,"
74292","
5.77%"
通汇公寓,徐汇,徐家汇,17,12,2000,"
85260","
7.99%"
泰成花苑,徐汇,漕河泾,17,2,1999,"
57902","
3.83%"
西湖公寓,徐汇,衡山路,17,0,1928,"
73606","
5.98%"
兴国苑,徐汇,衡山路,17,10,1996,"
96213","
1.32%"
永嘉新村,徐汇,建国西路,17,27,1947,"
112779","
2.08%"
冠生园路235弄小区,徐汇,康健,16,9,1998,"
57116","
2.08%"
高邮路新里,徐汇,衡山路,16,19,1936,"
143336","
1.23%"
沪华公寓,徐汇,康健,16,0,1997,"
51203","
2.32%"
华容苑,徐汇,龙华,16,5,1996,"
70265","
0.74%"
金海大厦,徐汇,龙华,16,21,1996,"
50865","
0.02%"
凯悦公寓,徐汇,斜土路,16,1,2001,"
91852","
0.09%"
凯托大厦,徐汇,徐家汇,16,6,2005,"
76793","
14.86%"
年平花苑,徐汇,建国西路,16,0,1999,"
77779","
6.07%"
南丹路181弄小区,徐汇,徐家汇,16,0,1998,"
81269","
2.4%"
睿园,徐汇,徐家汇,16,5,1997,"
60944","
2.5%"
圣骊家园,徐汇,康健,16,2,2002,"
57933","
2.58%"
申圃花园,徐汇,康健,16,0,1990,"
87124","
1.05%"
天和苑,徐汇,徐家汇,16,9,2004,"
98824","
0.65%"
宛平南苑,徐汇,徐家汇,16,26,2005,"
79689","
1.13%"
武康路280弄小区,徐汇,衡山路,16,31,2000,"
111634","
1.54%"
徐汇华园,徐汇,华泾,16,6,2006,"
61240","
1.28%"
新安大楼,徐汇,漕河泾,16,8,2012,"
23619","
0.67%"
云福大厦,徐汇,斜土路,16,5,1997,"
77887","
0.39%"
长桥六村,徐汇,长桥,15,6,1998,"
58742","
0.16%"
港汇中心一座,徐汇,徐家汇,15,62,2005,"
40274","
3.86%"
嘉丽苑,徐汇,衡山路,15,32,1999,"
103621","
2.51%"
凯托大厦写字楼,徐汇,徐家汇,15,1,2005,"
18818","
14.31%"
龙漕家园,徐汇,龙华,15,17,2003,"
61649","
0.91%"
明佳公寓,徐汇,田林,15,6,2005,"
47335","
2.49%"
南馨公寓,徐汇,徐家汇,15,7,2004,"
93889","
1.29%"
清真小区,徐汇,斜土路,15,8,2000,"
70509","
0.01%"
上中路100弄小区,徐汇,长桥,15,0,1998,"
94668","
0.26%"
首长公寓,徐汇,衡山路,15,0,1948,"
92586","
7.07%"
陕西南路572弄小区,徐汇,建国西路,15,1,1994,"
74153","
1.42%"
田林四村,徐汇,田林,15,10,1988,"
50463","
1.08%"
宛南四村,徐汇,万体馆,15,13,1994,"
56490","
5.60%"
吴兴路21弄小区,徐汇,衡山路,15,1,1987,"
85236","
3.27%"
五原路新里,徐汇,建国西路,15,8,2005,"
104275","
3.47%"
襄阳公寓,徐汇,建国西路,15,12,2006,"
145437","
0.24%"
斜土路2200弄公房,徐汇,斜土路,15,10,1984,"
69839","
5.16%"
肇嘉浜路669弄小区,徐汇,徐家汇,15,7,1950,"
62625","
3.32%"
肇一小区,徐汇,斜土路,15,21,1981,"
64168","
1.44%"
北海大厦公寓,徐汇,万体馆,14,2,1997,"
63973","
1.37%"
长桥新村,徐汇,植物园,14,4,1994,"
48599","
4.64%"
广厦公寓,徐汇,田林,14,16,2002,"
59164","
0.83%"
汇峰大厦,徐汇,徐家汇,14,5,1999,"
34298","
0.18%"
淮新大楼,徐汇,徐家汇,14,8,1900,"
66841","
0.74%"
金苑,徐汇,衡山路,14,12,1997,"
73814","
8.33%"
交大公寓,徐汇,徐家汇,14,6,2001,"
84936","
2.12%"
康健路77弄小区,徐汇,康健,14,19,1982,"
89707","
2.15%"
绿地中心二期,徐汇,龙华,14,67,2015,"
64695","
3.20%"
钦州南路300弄小区,徐汇,康健,14,8,1994,"
69878","
1.89%"
日晖一村,徐汇,斜土路,14,1,1973,"
50221","
2.76%"
松风花园,徐汇,长桥,14,3,2003,"
67332","
1.08%"
武康公寓,徐汇,衡山路,14,1,1996,"
101412","
6.25%"
宛平南路65弄小区,徐汇,徐家汇,14,2,2000,"
82627","
82.26%"
新乐路16号洋房,徐汇,衡山路,14,7,1937,"
156583","
7.02%"
樟树苑,徐汇,植物园,14,5,2000,"
59218","
4.61%"
八五嘉苑,徐汇,龙华,13,7,2005,"
59784","
0.17%"
长桥二村,徐汇,长桥,13,24,1984,"
56706","
1.92%"
得源公寓,徐汇,华东理工,13,0,1999,"
41483","
4.34%"
光大会展中心,徐汇,康健,13,10,2003,"
46015","
1.44%"
广汇花苑,徐汇,斜土路,13,5,2000,"
82030","
1.44%"
金衡公寓,徐汇,万体馆,13,3,2005,"
98732","
5.86%"
凯旋路商铺,徐汇,徐家汇,13,4,1900,"
17589","
0.01%"
汽车公寓(徐汇),徐汇,斜土路,13,12,1994,"
73636","
8.84%"
陕西南路271弄小区,徐汇,建国西路,13,23,1983,"
119736","
3.96%"
泰莱大厦公寓,徐汇,徐汇滨江,13,12,2007,"
81615","
43.39%"
宛南三村,徐汇,龙华,13,12,2000,"
53716","
9.64%"
文定路83至89号,徐汇,徐家汇,13,0,1988,"
106293","
8.41%"
五原小区,徐汇,建国西路,13,9,1962,"
99069","
3.49%"
永嘉公寓,徐汇,衡山路,13,1,2000,"
77640","
1.48%"
永康路175弄小区,徐汇,建国西路,13,3,1994,"
106049","
7.90%"
安福路洋房,徐汇,衡山路,12,56,1936,"
158296","
1.60%"
长乐路447弄公房,徐汇,衡山路,12,1,1998,"
121156","
3.50%"
东安三村,徐汇,斜土路,12,30,1982,"
58673","
4.42%"
东湖路洋房,徐汇,衡山路,12,6,1928,"
185810","
1.71%"
金诚花园,徐汇,徐家汇,12,9,2006,"
65145","
1.19%"
明安馨苑,徐汇,龙华,12,12,2004,"
77875","
6.14%"
申德公寓,徐汇,田林,12,3,2001,"
85743","
41.81%"
舒乐小区,徐汇,长桥,12,9,1996,"
65328","
0.23%"
天合雅园,徐汇,斜土路,12,10,2003,"
97131","
1.44%"
太原路洋房,徐汇,建国西路,12,25,1937,"
93457","
5.43%"
乌鲁木齐中路洋房,徐汇,衡山路,12,5,1900,"
143835","
0.79%"
协合紫薇园,徐汇,上海南站,12,0,2010,"
72278","
7.98%"
习勤小区,徐汇,康健,12,22,1900,"
69385","
2.01%"
徐汇万科中心,徐汇,漕河泾,12,103,2016,"
42643","
1.44%"
中山苑,徐汇,万体馆,12,2,1994,"
47874","
4.07%"
中城国际大厦,徐汇,徐家汇,12,61,2014,"
48816","
1.44%"
滨江108公寓,徐汇,华泾,11,0,1900,"
64295","
0.66%"
茶陵路345弄小区,徐汇,斜土路,11,19,1991,"
67082","
1.16%"
丰三小区,徐汇,龙华,11,1,1998,"
51050","
1.44%"
复兴中路1252弄商铺,徐汇,衡山路,11,5,2000,"
14904","
0.01%"
桂林西街101弄小区,徐汇,康健,11,0,2000,"
57060","
2.06%"
虹桥丽园,徐汇,徐家汇,11,6,2001,"
66989","
1.44%"
华容小区,徐汇,龙华,11,15,1997,"
61458","
4.07%"
恒龙苑,徐汇,上海南站,11,15,2000,"
50428","
1.44%"
虹梅南路126弄小区,徐汇,华东理工,11,21,2000,"
55808","
2.09%"
虹梅南路96弄小区,徐汇,华东理工,11,7,1994,"
56267","
1.43%"
金星苑,徐汇,斜土路,11,8,1998,"
112329","
1.59%"
嘉馨公寓,徐汇,斜土路,11,1,1997,"
80443","
3.56%"
江南新村,徐汇,斜土路,11,26,1999,"
67025","
1.44%"
龙华机场新村,徐汇,龙华,11,5,2000,"
44108","
1.44%"
龙缘公寓,徐汇,龙华,11,8,2004,"
57869","
6.70%"
龙吴路13弄小区,徐汇,龙华,11,6,1990,"
59394","
0.36%"
老沪闵路439弄小区,徐汇,上海南站,11,1,2000,"
42418","
0.01%"
时运大楼,徐汇,徐家汇,11,10,1993,"
80515","
0.50%"
申航小区,徐汇,徐家汇,11,26,1988,"
83164","
4.47%"
武康路洋房,徐汇,衡山路,11,64,1959,"
185280","
2.23%"
物华公寓,徐汇,徐家汇,11,8,2000,"
84716","
39.17%"
乌鲁木齐南路洋房,徐汇,建国西路,11,2,1900,"
138170","
2.81%"
徐汇一品苑,徐汇,衡山路,11,6,1998,"
73604","
7.91%"
鑫隆花园,徐汇,植物园,11,22,1999,"
65454","
1.44%"
新茂大楼,徐汇,漕河泾,11,19,1900,"
22829","
7.24%"
徐虹路112弄小区,徐汇,徐家汇,11,1,1900,"
104586","
6.97%"
冶金小区,徐汇,田林,11,10,2000,"
64293","
0.18%"
裕德路45弄小区,徐汇,徐家汇,11,3,1975,"
63580","
5.69%"
永康路新里,徐汇,建国西路,11,29,2000,"
125050","
6.07%"
永康路141弄小区,徐汇,建国西路,11,3,2000,"
92001","
3.18%"
伯乐大院,徐汇,衡山路,10,4,2004,"
93181","
0.22%"
长桥七村,徐汇,植物园,10,5,1995,"
51010","
1.18%"
长乐路613弄新里,徐汇,衡山路,10,10,1936,"
104881","
8.23%"
番禺大楼,徐汇,徐家汇,10,3,1999,"
68427","
2.76%"
复兴西路洋房,徐汇,衡山路,10,25,1998,"
152007","
7.53%"
集雅公寓,徐汇,衡山路,10,0,2004,"
72505","
3.87%"
景泰大厦写字楼,徐汇,徐家汇,10,0,1900,"
15467","
1.44%"
康健路43弄小区,徐汇,康健,10,4,2000,"
54492","
2.65%"
龙漕路200弄小区,徐汇,龙华,10,9,1998,"
65653","
9.72%"
南站阳光小区,徐汇,上海南站,10,23,1996,"
54642","
0.02%"
上影公寓,徐汇,斜土路,10,24,2000,"
69744","
1.44%"
上飞新村,徐汇,龙华,10,0,1998,"
55563","
6.62%"
田林亲家,徐汇,田林,10,0,2004,"
66500","
7.28%"
田林体育公寓,徐汇,田林,10,15,2004,"
64290","
1.99%"
五原路252弄洋房,徐汇,衡山路,10,1,1941,"
117158","
3.67%"
小木桥路101弄小区,徐汇,斜土路,10,2,1995,"
69654","
1.41%"
中煌大厦,徐汇,万体馆,10,4,2004,"
45239","
1.44%"
中漕小区,徐汇,徐家汇,10,7,2000,"
87783","
2.41%"
中金国际广场,徐汇,徐家汇,10,143,2009,"
27990","
9.52%"
百龙小区,徐汇,植物园,9,27,1984,"
63025","
0.62%"
百乐公寓(徐汇),徐汇,斜土路,9,7,1999,"
73942","
9.25%"
长峰小区,徐汇,植物园,9,0,1997,"
57462","
1.78%"
苍梧路468弄小区,徐汇,田林,9,4,2004,"
62629","
3.92%"
东航小区,徐汇,徐家汇,9,13,1990,"
65885","
9.49%"
东安路338弄小区,徐汇,徐家汇,9,7,1999,"
52218","
2.15%"
达汇花园,徐汇,徐家汇,9,2,2004,"
84843","
6.43%"
桂林新苑,徐汇,田林,9,19,2003,"
54038","
1.46%"
华苑大厦,徐汇,徐家汇,9,13,2000,"
46062","
3.67%"
湖南路296弄小区,徐汇,徐家汇,9,4,1928,"
112353","
1.84%"
锦南公寓,徐汇,徐家汇,9,4,1998,"
58331","
1.33%"
龙漕大楼,徐汇,徐家汇,9,5,1998,"
51401","
5.29%"
龙吴路9弄小区,徐汇,万体馆,9,6,1998,"
51911","
5.73%"
天秀苑,徐汇,华东理工,9,1,2002,"
62466","
5%"
天钥花苑公寓,徐汇,徐家汇,9,9,2000,"
44061","
9.36%"
徐汇高公馆,徐汇,建国西路,9,4,2003,"
106044","
3.21%"
星罗苑,徐汇,长桥,9,9,2004,"
62025","
2.23%"
襄阳南路388弄小区,徐汇,建国西路,9,6,1969,"
113177","
7.44%"
兴都大楼,徐汇,徐家汇,9,3,1999,"
69348","
0.4%"
徐虹北路28弄公房,徐汇,徐家汇,9,5,1985,"
83845","
0.08%"
襄阳南路洋房,徐汇,建国西路,9,12,1936,"
118388","
4.89%"
新乐路新里,徐汇,建国西路,9,7,1936,"
106151","
0.68%"
岳阳大楼,徐汇,建国西路,9,19,1986,"
89258","
6.17%"
宜山路691弄小区,徐汇,田林,9,12,1998,"
60451","
0.01%"
延庆路54弄小区,徐汇,衡山路,9,0,1997,"
69301","
7.87%"
永嘉路485弄小区,徐汇,建国西路,9,3,1949,"
96355","
2.38%"
延庆路新里,徐汇,衡山路,9,17,1960,"
133087","
1.64%"
中星虹漕公寓,徐汇,康健,9,36,2000,"
63402","
1.44%"
爱和大厦,徐汇,徐家汇,8,4,1995,"
50708","
1.44%"
春华苑,徐汇,华东理工,8,2,2000,"
41398","
0.23%"
儿科大楼,徐汇,徐家汇,8,8,1998,"
60058","
7.11%"
枫林大楼,徐汇,斜土路,8,9,1995,"
42814","
1.44%"
高安路82弄公房,徐汇,衡山路,8,5,1988,"
102777","
7.66%"
花苑村迎春园,徐汇,康健,8,7,1997,"
50312","
3.77%"
合丰大楼,徐汇,斜土路,8,3,1990,"
71663","
4.26%"
航建大楼,徐汇,徐家汇,8,1,1985,"
60243","
3.08%"
湖南路280弄老公寓,徐汇,徐家汇,8,6,1936,"
96205","
3.24%"
锦蝶苑,徐汇,斜土路,8,0,1999,"
60084","
7.59%"
金浦大楼,徐汇,万体馆,8,1,1998,"
50762","
4.50%"
建安花园,徐汇,徐家汇,8,0,1999,"
42863","
1.44%"
建灵大楼,徐汇,斜土路,8,0,2004,"
59806","
2.31%"
乐山公寓,徐汇,徐家汇,8,7,1985,"
64658","
4.60%"
荣承公寓,徐汇,斜土路,8,6,1998,"
70216","
0.57%"
田林一村,徐汇,田林,8,35,1959,"
65534","
5.09%"
泰安路27弄小区,徐汇,衡山路,8,2,1983,"
104552","
1.44%"
太原路76号,徐汇,建国西路,8,2,1995,"
120656","
6.62%"
宛平南路268弄小区,徐汇,徐家汇,8,10,1980,"
74810","
1.44%"
宛平南路240弄小区,徐汇,徐家汇,8,2,2000,"
68699","
2.03%"
新汾阳公寓,徐汇,衡山路,8,6,1998,"
70995","
1.44%"
岳阳路79弄小区,徐汇,建国西路,8,9,1949,"
161827","
3.35%"
永嘉路385号,徐汇,衡山路,8,6,2000,"
96518","
1.01%"
银亿徐汇酩悦,徐汇,徐家汇,8,52,2014,"
58019","
5.13%"
永新晶苑,徐汇,徐家汇,8,0,2007,"
99392","
4.38%"
肇嘉浜路853弄小区,徐汇,徐家汇,8,17,1996,"
58114","
5.85%"
爱乐大厦,徐汇,徐家汇,7,4,1995,"
44437","
3.5%"
安福路228弄新里,徐汇,徐家汇,7,2,1936,"
124204","
0.04%"
漕宝路51号商铺,徐汇,田林,7,0,2000,"
25345","
0.01%"
冠生园路237弄小区,徐汇,康健,7,12,1989,"
67762","
4.50%"
甘��小区,徐汇,建国西路,7,0,1994,"
57701","
1.44%"
光启公寓,徐汇,徐家汇,7,0,2000,"
46591","
1.49%"
汇益花园,徐汇,衡山路,7,4,2000,"
129980","
3.17%"
辉煌公寓,徐汇,徐家汇,7,0,1999,"
57898","
0.9%"
黑石公寓,徐汇,徐家汇,7,6,2004,"
79708","
0.65%"
华亭路洋房,徐汇,徐家汇,7,13,1935,"
154550","
1.37%"
锦梅苑,徐汇,华东理工,7,2,2006,"
50358","
1.44%"
家乐苑,徐汇,长桥,7,3,2000,"
57807","
7.49%"
警虹花园,徐汇,龙华,7,1,2002,"
66917","
1.44%"
建国西路378弄小区,徐汇,衡山路,7,3,1967,"
100153","
3.59%"
科技绿洲,徐汇,漕河泾,7,29,1900,"
30928","
3.09%"
龙漕路235弄小区,徐汇,龙华,7,1,1990,"
63702","
4.96%"
明申中心大厦,徐汇,徐家汇,7,46,2006,"
23535","
2.16%"
汽联大厦,徐汇,斜土路,7,1,1900,"
63257","
0.57%"
武康大楼,徐汇,衡山路,7,7,1924,"
83065","
5.42%"
武康路106弄小区,徐汇,衡山路,7,8,1964,"
84234","
1.44%"
武康路新里,徐汇,衡山路,7,11,1936,"
107604","
0.91%"
武康路公房,徐汇,衡山路,7,7,1964,"
97538","
1.08%"
新亚徐汇公寓,徐汇,斜土路,7,1,2003,"
64010","
1.44%"
橡胶大楼,徐汇,徐家汇,7,16,1991,"
93034","
8.81%"
襄阳南路277弄小区,徐汇,建国西路,7,15,1991,"
105255","
0.12%"
徐汇文景苑,徐汇,华泾,7,0,2002,"
30298","
8.13%"
伊泰利大厦,徐汇,建国西路,7,1,1997,"
68198","
2.79%"
裕华大厦,徐汇,徐家汇,7,4,2008,"
54877","
2.11%"
宜山路12弄小区,徐汇,徐家汇,7,3,1986,"
80456","
6.17%"
永丰国际广场,徐汇,徐家汇,7,72,2015,"
41674","
1.44%"
城开国际大厦,徐汇,徐家汇,6,84,1900,"
38309","
0.01%"
东安小区,徐汇,斜土路,6,1,2000,"
48920","
0.15%"
东泉佳苑,徐汇,植物园,6,8,1994,"
61960","
0.70%"
复兴中路1315弄小区,徐汇,建国西路,6,15,1998,"
84033","
1.44%"
桂康小区,徐汇,田林,6,3,1998,"
64570","
0.5%"
海波金桂苑,徐汇,植物园,6,7,2005,"
54066","
2.86%"
淮海中路1350弄小区,徐汇,衡山路,6,1,1936,"
136785","
1.44%"
衡山路305号老公寓,徐汇,徐家汇,6,6,1928,"
81347","
1.44%"
衡山路洋房,徐汇,徐家汇,6,19,1932,"
152993","
2.53%"
汇金广场,徐汇,徐家汇,6,0,1998,"
37246","
2.15%"
科乐苑,徐汇,斜土路,6,12,1998,"
75415","
1.44%"
凯华公寓,徐汇,徐家汇,6,0,2000,"
49511","
5.38%"
康平路洋房,徐汇,徐家汇,6,6,1959,"
183404","
2.48%"
康平大楼,徐汇,衡山路,6,6,1991,"
84465","
1.44%"
龙华花园,徐汇,龙华,6,2,2003,"
56588","
9%"
龙华雅居,徐汇,龙华,6,0,1900,"
67428","
1.44%"
龙华西路334弄小区,徐汇,龙华,6,0,1900,"
78229","
8.25%"
麦克花园别墅,徐汇,上海南站,6,2,1995,"
67920","
8.16%"
平江路170弄小区,徐汇,斜土路,6,2,1900,"
51870","
1.44%"
平江路2号,徐汇,斜土路,6,0,1900,"
68745","
1.27%"
钦州路785弄小区,徐汇,田林,6,0,1999,"
53925","
5.08%"
上海外经大厦,徐汇,徐家汇,6,0,2004,"
36014","
1.9%"
市委党校家属区,徐汇,康健,6,5,1987,"
57366","
6.88%"
五原路84弄新里,徐汇,建国西路,6,8,2000,"
98711","
4.09%"
望族城写字楼,徐汇,龙华,6,10,1997,"
24275","
7.64%"
兴国花园,徐汇,衡山路,6,9,1996,"
91606","
1.44%"
斜土路1358弄小区,徐汇,斜土路,6,12,1983,"
73586","
0.97%"
新乐路洋房,徐汇,衡山路,6,35,2004,"
119101","
2.82%"
