小区,区域,商圈,在售,在租,建成时间,均价(元/平米),均价环比上月(%)
中山南二路918弄小区,徐汇,徐家汇,0,0,1993,"
84359","
0.04%"
紫苑大厦,徐汇,衡山路,0,0,1998,"
48523","
1.44%"
紫阳路90号,徐汇,徐家汇,0,1,1900,"
95147","
0.02%"
中福商务楼,徐汇,徐家汇,0,0,1900,"
31498","
0.02%"
中南都市工业楼宇,徐汇,徐家汇,0,0,1900,"
38174","
0.04%"
众新商务楼,徐汇,徐家汇,0,0,1900,"
25973","
0.02%"
中星城,徐汇,徐家汇,0,58,2012,"
42402","
0.02%"
中环国际广场,徐汇,漕河泾,0,0,2012,"
40249","
0.02%"
臻雅商务中心,徐汇,上海南站,0,0,1900,"
18310","
0.00%"
住大商务楼,徐汇,上海南站,0,2,1900,"
18749","
0.03%"
中漕小康,徐汇,徐家汇,0,0,1900,"
99082","
0.02%"
锦苑小区,虹口,凉城,415,106,1992,"
68847","
1.52%"
秀苑小区,虹口,凉城,366,75,1996,"
53470","
2.62%"
海泰国际大厦,虹口,四川北路,291,94,2008,"
24250","
3.26%"
星苑小区,虹口,凉城,277,13,1993,"
43296","
1.46%"
复旦小区,虹口,凉城,271,70,1998,"
44648","
2.19%"
灵新小区,虹口,凉城,248,181,1989,"
59723","
0.78%"
宝矿国际大厦,虹口,北外滩,214,157,2005,"
28439","
4.44%"
江杨家园,虹口,江湾镇,211,33,2007,"
53865","
3.08%"
耀江国际广场,虹口,北外滩,205,95,1900,"
33640","
2.12%"
文苑小区,虹口,凉城,202,40,1996,"
52947","
2.97%"
曲阳名邸,虹口,曲阳,192,51,2005,"
64360","
0.5%"
景明花园中环明珠,虹口,曲阳,189,107,2005,"
81690","
1.35%"
骏丰国际财富广场写字楼,虹口,四川北路,184,77,2009,"
22842","
2.61%"
新外滩花苑,虹口,北外滩,179,111,2002,"
87646","
3.35%"
丰景湾名邸,虹口,江湾镇,164,15,2007,"
61504","
1.45%"
上海滩国际大厦,虹口,北外滩,151,69,1997,"
27615","
1.05%"
虹口嘉苑,虹口,凉城,150,19,2002,"
56388","
1.35%"
白金湾,虹口,北外滩,149,167,2008,"
105009","
0.83%"
宝华城市花园,虹口,凉城,148,79,2010,"
69346","
1.36%"
复城国际写字楼,虹口,曲阳,148,38,2008,"
15121","
0.43%"
中星凉城苑,虹口,凉城,148,9,2002,"
61263","
2.49%"
中信广场,虹口,四川北路,148,240,1900,"
48957","
2.29%"
鼎立大厦,虹口,四川北路,138,3,1900,"
16532","
1.25%"
海泰时代大厦,虹口,四川北路,136,94,2006,"
27860","
4.02%"
广中扩大小区,虹口,凉城,133,38,1990,"
47848","
1.66%"
爱家国际大厦,虹口,四川北路,132,68,2006,"
21360","
0.32%"
东体小区,虹口,曲阳,130,102,1989,"
63232","
1.4%"
海湾新苑,虹口,凉城,130,3,1998,"
69662","
2.38%"
良辰美景,虹口,凉城,128,10,2003,"
48464","
4.35%"
西南小区,虹口,曲阳,123,94,1987,"
59441","
2.11%"
一品新筑苑,虹口,凉城,123,21,2005,"
71153","
0.18%"
天伦家园,虹口,四川北路,122,2,2001,"
41897","
5.8%"
玉田新村,虹口,曲阳,120,68,1980,"
56092","
2.91%"
水木年华花园,虹口,凉城,118,19,2007,"
49267","
9.03%"
万康小区,虹口,凉城,118,12,1995,"
55983","
3.51%"
瑞虹新城二期,虹口,临平路,117,306,2005,"
85331","
5.52%"
枫叶公寓,虹口,江湾镇,114,11,2000,"
63587","
0.57%"
何家宅小区,虹口,鲁迅公园,111,174,1986,"
62138","
1.01%"
建玮公寓,虹口,鲁迅公园,109,37,2000,"
61733","
0.10%"
虹祺花苑,虹口,四川北路,106,39,1999,"
64522","
9.36%"
赤峰小区,虹口,曲阳,105,72,1985,"
56391","
2.04%"
晶钻博华苑,虹口,四川北路,103,11,2005,"
66707","
6.34%"
外滩99,虹口,北外滩,103,14,2006,"
77066","
2.89%"
森林湾大厦,虹口,北外滩,96,61,2005,"
19055","
0.48%"
华清名苑,虹口,四川北路,95,15,2003,"
58855","
7.29%"
新丰家园,虹口,江湾镇,95,7,2005,"
56521","
1.14%"
世博花园,虹口,曲阳,94,69,2010,"
73934","
4.07%"
瑞虹新城�Z庭,虹口,临平路,93,235,2014,"
86930","
5.16%"
山水苑,虹口,四川北路,89,9,2003,"
72875","
8.75%"
中虹花园新都苑,虹口,凉城,89,18,2003,"
65079","
1.06%"
新市家园,虹口,江湾镇,86,9,2000,"
45163","
0.79%"
福德商务中心,虹口,四川北路,85,68,1996,"
13535","
1.87%"
飘鹰东方花园,虹口,曲阳,85,14,2003,"
59694","
0.72%"
天宝华庭,虹口,临平路,85,18,2004,"
39237","
0.1%"
广益大厦,虹口,曲阳,84,1,1900,"
12004","
8.74%"
凉城三村,虹口,凉城,83,14,1990,"
53745","
8.75%"
新大陆公寓,虹口,鲁迅公园,82,1,2001,"
37841","
1.28%"
逸仙小区,虹口,江湾镇,81,84,1991,"
59186","
0.63%"
花园城二期,虹口,鲁迅公园,80,44,2006,"
70678","
6.74%"
水电小区,虹口,凉城,80,39,1984,"
66261","
2.30%"
溧阳华府,虹口,四川北路,78,56,2007,"
86884","
3.01%"
白金湾广场,虹口,北外滩,77,75,1900,"
41519","
6.35%"
明杨豪苑,虹口,鲁迅公园,76,9,2004,"
56920","
2.81%"
爱家豪庭,虹口,临平路,75,112,2007,"
82423","
9.93%"
瑞虹新城,虹口,临平路,74,124,2005,"
76105","
4.08%"
双东小区,虹口,曲阳,74,39,1987,"
81253","
2.22%"
虹口欣逸家园,虹口,江湾镇,73,39,2006,"
61522","
2.64%"
福赐花苑,虹口,江湾镇,72,6,1998,"
53037","
4.02%"
文治福邸,虹口,凉城,72,4,2004,"
63068","
0.76%"
嘉宏紫薇园,虹口,鲁迅公园,71,33,2001,"
81593","
2.85%"
绿洲紫荆花园,虹口,四川北路,71,27,2002,"
71718","
5.76%"
水电路1013弄小区,虹口,凉城,71,27,1982,"
60049","
2.59%"
天宝绿洲,虹口,临平路,71,35,2002,"
58421","
3.59%"
中虹花园丽都苑,虹口,凉城,71,16,2002,"
58356","
4.66%"
宝隆一方大厦,虹口,凉城,70,22,2010,"
18442","
1.75%"
复城国际,虹口,曲阳,70,28,2008,"
56739","
0.53%"
学府花苑,虹口,凉城,70,9,1998,"
49028","
4.21%"
国际明佳城,虹口,四川北路,67,84,2005,"
79110","
0.86%"
国贸花园,虹口,四川北路,67,26,2003,"
51417","
2.91%"
临潼苑,虹口,北外滩,67,8,2003,"
62064","
1.48%"
飘鹰世纪大厦,虹口,四川北路,67,52,2007,"
33681","
6.68%"
华二小区,虹口,凉城,66,7,1994,"
62568","
0.29%"
仁德小区,虹口,江湾镇,66,36,2000,"
57474","
2.87%"
东方公寓,虹口,江湾镇,65,8,2000,"
63220","
2.24%"
浦江名邸,虹口,北外滩,65,80,2004,"
80636","
3.11%"
银联花园,虹口,曲阳,65,26,1998,"
71102","
4.67%"
花园城,虹口,鲁迅公园,64,77,2003,"
72290","
1.21%"
海尚逸苑,虹口,江湾镇,63,18,2008,"
49556","
5.54%"
虹叶花苑二期,虹口,四川北路,62,12,1996,"
60513","
0.36%"
上地公寓,虹口,凉城,62,8,2002,"
59199","
1.39%"
新电小区,虹口,凉城,61,10,1998,"
69326","
4.95%"
嘉和国际大厦,虹口,临平路,60,99,2007,"
25230","
2.12%"
邮电二村,虹口,曲阳,60,67,1995,"
71968","
0.14%"
新南小区,虹口,江湾镇,59,25,2000,"
49210","
7.48%"
凯润金城,虹口,四川北路,58,21,2006,"
67901","
3.39%"
优豪创展中心,虹口,曲阳,58,6,2010,"
15649","
0.01%"
丰镇小区,虹口,江湾镇,57,4,2005,"
44886","
6.02%"
华林新苑,虹口,江湾镇,57,0,2001,"
66856","
4.03%"
德阳花苑,虹口,临平路,56,4,1998,"
68850","
0.27%"
凉城中心,虹口,凉城,56,0,2002,"
15851","
0.20%"
中虹花园锦绣文华,虹口,凉城,54,8,2004,"
64129","
2.49%"
白金府邸,虹口,北外滩,53,60,2005,"
95934","
3.71%"
虹口玫瑰苑,虹口,凉城,53,12,2001,"
58149","
2.71%"
虹口花苑,虹口,四川北路,53,34,1997,"
71977","
1.29%"
佳伟小区,虹口,凉城,53,9,1997,"
59825","
14.03%"
北郊小区,虹口,鲁迅公园,52,10,1987,"
56800","
5.39%"
商业一村,虹口,鲁迅公园,52,29,2000,"
53615","
0.23%"
山阴路新里洋房,虹口,四川北路,52,5,1937,"
76364","
9.4%"
纪念小区,虹口,凉城,51,40,1995,"
69123","
1.06%"
虹北公寓,虹口,凉城,50,7,2002,"
44246","
2.46%"
华苑小区(虹口),虹口,凉城,50,13,1993,"
69393","
2.16%"
嘉杰国际广场,虹口,四川北路,50,48,2007,"
75614","
1.32%"
瑞虹新城怡庭,虹口,鲁迅公园,50,181,2017,"
94733","
1.84%"
新海城,虹口,江湾镇,50,22,2004,"
64380","
4.12%"
虹口典范,虹口,临平路,49,14,2003,"
62147","
3.24%"
巴林小区,虹口,曲阳,48,26,1985,"
52359","
0.42%"
北美广场,虹口,北外滩,48,64,2010,"
23101","
4.25%"
万峰梦湖苑,虹口,凉城,48,10,2002,"
86699","
0.64%"
海伦新苑,虹口,四川北路,47,23,2004,"
73501","
2.67%"
恒业公寓,虹口,鲁迅公园,47,10,1998,"
55888","
9.47%"
久业家苑,虹口,凉城,47,2,2000,"
59643","
2.03%"
曲阳豪庭,虹口,曲阳,47,8,2001,"
59394","
2.38%"
黄山坊,虹口,四川北路,46,4,2006,"
50023","
3.58%"
上海商贸大厦,虹口,四川北路,46,33,2006,"
18953","
2.77%"
正润欧洲花园,虹口,临平路,46,18,1998,"
61460","
6.36%"
精武大厦,虹口,四川北路,45,6,2000,"
19789","
0.53%"
建邦16区,虹口,临平路,45,85,2011,"
74485","
2.39%"
商洛小区,虹口,凉城,45,14,1998,"
52514","
1.36%"
扬子江大厦,虹口,北外滩,45,10,2001,"
50635","
1.74%"
大上海紫金城,虹口,四川北路,44,14,2008,"
66823","
9.25%"
明道大厦,虹口,曲阳,44,7,1900,"
13152","
1.30%"
申贝大厦,虹口,四川北路,44,4,2003,"
48684","
1.25%"
水电路1381弄小区,虹口,凉城,44,6,1997,"
40691","
8.75%"
香杉园,虹口,曲阳,44,16,2005,"
86069","
0.31%"
宏祥花苑,虹口,临平路,43,7,2002,"
57671","
1.46%"
龙腾小区,虹口,江湾镇,43,0,2000,"
58611","
0.62%"
名江七星城,虹口,北外滩,43,44,2003,"
75975","
7.24%"
曲阳大楼写字楼,虹口,曲阳,43,3,1900,"
20329","
1.36%"
甜爱公寓,虹口,鲁迅公园,43,5,2002,"
50749","
7.49%"
香港丽园,虹口,临平路,43,83,2001,"
77689","
2.46%"
临江大厦,虹口,北外滩,42,15,1996,"
63038","
1.3%"
绿缘小区,虹口,鲁迅公园,42,1,1999,"
70949","
6.00%"
北宸佳苑,虹口,曲阳,41,18,2006,"
71361","
1.11%"
密云小区,虹口,曲阳,41,31,1987,"
84992","
18.48%"
曲一花苑,虹口,曲阳,41,46,1986,"
80223","
1.84%"
紫金公馆,虹口,曲阳,41,39,2010,"
39715","
0.16%"
鸿旭豪苑,虹口,北外滩,40,60,2010,"
62811","
0.68%"
景明商务大厦,虹口,凉城,40,3,2005,"
19598","
0.79%"
奎照路790弄小区,虹口,凉城,40,2,1986,"
42241","
2.01%"
凉二小区,虹口,凉城,40,7,1993,"
49495","
8.45%"
三九大厦,虹口,江湾镇,40,31,1997,"
41712","
8.11%"
凉城四村,虹口,凉城,39,7,1991,"
48544","
9.62%"
欧阳名邸,虹口,鲁迅公园,39,13,2003,"
96923","
7.35%"
玫瑰广场,虹口,四川北路,38,48,2007,"
98726","
5.02%"
广裕小区,虹口,江湾镇,37,9,1998,"
55108","
3.71%"
和泰玫瑰园,虹口,北外滩,37,30,2001,"
87426","
2.23%"
沪办大厦,虹口,曲阳,37,2,1987,"
18192","
5.25%"
欧五小区,虹口,鲁迅公园,37,15,1990,"
75896","
7.64%"
新市南路561弄小区,虹口,江湾镇,37,2,2000,"
55006","
3.44%"
新一小区,虹口,凉城,37,24,1900,"
63675","
5.61%"
兴旺国际服饰城,虹口,四川北路,37,1,2001,"
94193","
0.01%"
新三小区,虹口,江湾镇,37,7,1991,"
62355","
2.00%"
中虹公寓,虹口,凉城,37,9,2002,"
60972","
1.60%"
车站北路491弄小区,虹口,凉城,36,1,1993,"
50189","
4.68%"
海怡花园,虹口,凉城,36,5,1998,"
60576","
0.2%"
横浜路123弄小区,虹口,鲁迅公园,36,19,1990,"
58656","
0.71%"
凯润金城写字楼,虹口,四川北路,36,31,2006,"
38002","
7.07%"
新北小区,虹口,江湾镇,36,4,1987,"
52029","
3.07%"
中虹花园翡翠园,虹口,凉城,36,12,2005,"
61354","
3.23%"
赤三小区,虹口,曲阳,35,11,1900,"
56403","
1.56%"
密三小区,虹口,曲阳,35,10,1988,"
58438","
0.13%"
弘丰新苑,虹口,四川北路,34,14,1996,"
51905","
1.64%"
吴家湾路101弄小区,虹口,凉城,34,7,1995,"
44385","
3.62%"
虹口花苑三期,虹口,四川北路,33,7,2000,"
71638","
5.60%"
虹景公寓,虹口,凉城,33,5,1998,"
61621","
0.37%"
建邦16区二期,虹口,四川北路,33,26,2016,"
51968","
5.07%"
凉城一村,虹口,凉城,33,10,1991,"
53574","
7.23%"
凉城二村,虹口,凉城,33,5,1990,"
55679","
5.77%"
绿苑小区,虹口,凉城,33,2,1996,"
45118","
3.73%"
晨林花苑,虹口,临平路,32,10,2003,"
59589","
6.38%"
广中三村,虹口,凉城,32,8,1982,"
57273","
1.3%"
海伦国际,虹口,北外滩,32,13,2012,"
33934","
2.68%"
悦华小区,虹口,临平路,32,0,1998,"
45829","
7.00%"
紫虹嘉苑,虹口,临平路,32,48,2004,"
69798","
7.29%"
虹叶茗园,虹口,临平路,31,58,2003,"
100143","
3.66%"
瑞虹新城铭庭,虹口,临平路,31,192,2012,"
123270","
3.33%"
珊瑚苑,虹口,凉城,31,12,2001,"
58047","
4.86%"
广中二村,虹口,凉城,30,4,2000,"
60684","
8.41%"
海昌苑,虹口,四川北路,30,14,2002,"
65025","
1.19%"
华虹公寓,虹口,临平路,30,9,2003,"
48001","
8.25%"
聚星苑,虹口,凉城,30,0,2001,"
52328","
2.68%"
嘉杰国际广场写字楼,虹口,四川北路,29,52,2007,"
19400","
0.43%"
金宝大厦,虹口,四川北路,28,9,1996,"
56010","
6.79%"
吉联大厦,虹口,凉城,28,2,2005,"
43696","
2.74%"
绿华新苑,虹口,江湾镇,28,1,1998,"
56734","
5.06%"
欧阳花苑,虹口,曲阳,28,21,2000,"
54660","
1.75%"
意和家园,虹口,凉城,28,5,2002,"
52768","
5.81%"
虹口现代公寓,虹口,临平路,27,26,2002,"
90986","
4.37%"
建工小区,虹口,曲阳,27,12,2000,"
72166","
2.13%"
林云小区,虹口,曲阳,27,27,1991,"
51818","
5.05%"
绿地北外滩中心,虹口,北外滩,27,64,2015,"
50031","
0.25%"
荣欣大厦,虹口,四川北路,27,7,1999,"
15565","
4.88%"
场中路755弄小区,虹口,凉城,26,4,1998,"
41979","
1.19%"
典雅公寓,虹口,凉城,26,2,1999,"
64167","
4.91%"
金轩大邸,虹口,临平路,26,62,2004,"
83419","
3.93%"
凉城路1201弄小区,虹口,凉城,26,5,1995,"
54347","
4.98%"
飘鹰花苑,虹口,临平路,26,11,2000,"
75747","
1.03%"
唐山新苑,虹口,北外滩,26,7,1997,"
68355","
5.33%"
新潮时代,虹口,四川北路,26,28,2004,"
80004","
1.26%"
新市南路546弄小区,虹口,江湾镇,26,0,1997,"
53526","
4.36%"
兴华公寓,虹口,四川北路,26,9,1997,"
48844","
6.32%"
车站南路407弄小区,虹口,江湾镇,25,8,1994,"
51567","
0.83%"
大西小区,虹口,曲阳,25,21,1989,"
58277","
3.06%"
丰镇路16弄小区,虹口,江湾镇,25,0,1989,"
54275","
4.43%"
豪景苑,虹口,北外滩,25,84,2013,"
109711","
6.31%"
虹叶花苑,虹口,四川北路,25,19,1996,"
55643","
0.56%"
金属新村,虹口,凉城,25,8,1996,"
54637","
0.09%"
景瑞花园,虹口,凉城,25,9,1996,"
50071","
3.23%"
春满园A区,虹口,凉城,24,4,2001,"
51897","
0.87%"
东四小区,虹口,曲阳,24,19,1989,"
64371","
2.74%"
虹凉馨苑,虹口,凉城,24,7,2004,"
59461","
8.05%"
虹仪小区,虹口,鲁迅公园,24,12,1995,"
72318","
4.78%"
海湾大厦,虹口,北外滩,24,12,2002,"
72486","
2.46%"
荣振馨苑,虹口,凉城,24,3,2007,"
39958","
5.06%"
瑞虹新城三期,虹口,临平路,24,64,2009,"
94511","
1.83%"
甜爱大楼,虹口,鲁迅公园,24,14,1997,"
64288","
1.74%"
逸虹景苑逸居虹口,虹口,江湾镇,24,6,2005,"
69357","
5.26%"
运光新村,虹口,曲阳,24,21,1982,"
65217","
0.77%"
耀江国际广场公寓,虹口,北外滩,24,58,2005,"
67345","
3.87%"
东方都市景苑,虹口,临平路,23,20,2002,"
74380","
0.51%"
海伦大厦,虹口,临平路,23,4,1997,"
44553","
2.70%"
金鸿苑,虹口,凉城,23,6,1999,"
77131","
3.89%"
欧九小区,虹口,鲁迅公园,23,18,2000,"
70987","
16.29%"
同乐村,虹口,鲁迅公园,23,4,1998,"
69478","
5.23%"
新文苑,虹口,四川北路,23,2,2000,"
84336","
0.57%"
祥东小区,虹口,临平路,23,42,1985,"
85770","
9.22%"
新申小区,虹口,江湾镇,23,4,1993,"
47065","
7.99%"
安业公寓,虹口,四川北路,22,0,2008,"
60092","
3.73%"
恒通公寓,虹口,四川北路,22,10,2000,"
48783","
1.54%"
虹瑞公寓,虹口,曲阳,22,3,2001,"
59070","
9.45%"
宏凯公寓,虹口,四川北路,22,8,1998,"
57730","
4.03%"
良辰世家,虹口,凉城,22,2,2005,"
47113","
6.23%"
甜爱别墅,虹口,鲁迅公园,22,0,1935,"
88253","
2.06%"
新陆花苑,虹口,四川北路,22,18,1991,"
89228","
7.70%"
逸仙路1230弄小区,虹口,江湾镇,22,4,2000,"
44456","
0.02%"
中虹明珠苑,虹口,北外滩,22,9,2005,"
66701","
3.44%"
中信和平家园,虹口,临平路,22,92,2011,"
112693","
2.28%"
广联新苑,虹口,四川北路,21,5,2001,"
65537","
0.65%"
虹临宝都,虹口,临平路,21,1,1996,"
45054","
8.09%"
欧阳大厦公寓,虹口,鲁迅公园,21,3,1900,"
50032","
1.52%"
忠烈小区,虹口,江湾镇,21,5,1999,"
60157","
20.17%"
中信虹港名庭,虹口,临平路,21,57,2011,"
83244","
1.82%"
宝鸿小区,虹口,凉城,20,3,1996,"
64597","
2.13%"
春江小区虹口,虹口,凉城,20,0,1999,"
52268","
5.08%"
福赐新苑,虹口,江湾镇,20,2,2001,"
64430","
6.13%"
金大地商务楼,虹口,四川北路,20,18,2006,"
16249","
1.85%"
金江公寓,虹口,四川北路,20,12,1995,"
54399","
7.98%"
凉东小区,虹口,凉城,20,3,1993,"
62283","
0.09%"
盛邦国际大厦,虹口,北外滩,20,137,2009,"
23666","
1.26%"
