菜系分类,商家名称,下辖区,商圈,人均消费,评分,评价人数
江浙菜,嘉定宾馆西餐厅,嘉定区,博乐广场/州桥老街,167,80,18
江浙菜,嘉定喜来登采悦轩中餐厅,嘉定区,嘉定镇,148,80,10
江浙菜,昆澄阁蟹府（梅川路店）,嘉定区,嘉定区,91,80,14
江浙菜,萬家汇菜馆,嘉定区,南翔,48,80,46
江浙菜,翡翠精致中餐,嘉定区,嘉定镇,71,80,6
江浙菜,农家地锅（外冈店）,嘉定区,外冈镇,30,80,10
江浙菜,聚香源私家菜（红石路店）,嘉定区,嘉定西/悠活城,45,86,5
江浙菜,嘉沁私藏菜,嘉定区,南翔,90,80,4
江浙菜,胖哥俩肉蟹煲（百联嘉定购物中心店）,嘉定区,嘉定区,6,80,1
江浙菜,胖哥俩肉蟹煲（江桥万达店）,嘉定区,江桥,65,80,0
江浙菜,老街坊（安亭店）,嘉定区,安亭镇,35,80,1
江浙菜,醉江山（马陆店）,嘉定区,马陆镇,65,78,104
江浙菜,军茹农家乐（娄塘店）,嘉定区,华亭镇,45,78,33
江浙菜,上海印象主题餐厅（宝龙广场店）,嘉定区,嘉定镇,120,76,7
江浙菜,幸福里（疁城新天地店）,嘉定区,疁城新天地,71,78,186
江浙菜,尝香聚徽菜馆,嘉定区,嘉定镇,50,78,13
江浙菜,千家万灶土灶台（丰庄茶城店）,嘉定区,丰庄,55,72,17
江浙菜,平城饭店,嘉定区,嘉定西/悠活城,79,70,77
江浙菜,高师傅江鲜土菜馆（临夏路店）,嘉定区,江桥,68,70,4
江浙菜,高师傅土菜馆（榆中路店）,嘉定区,江桥,68,70,0
江浙菜,梧桐汇,嘉定区,江桥,88,70,0
江浙菜,南翔名碟,嘉定区,嘉定区,70,70,3
江浙菜,玫霖阁酒家,嘉定区,马陆镇,54,70,4
江浙菜,哆来咪时尚餐厅,嘉定区,嘉定区,50,70,2
江浙菜,嘉定名灶,嘉定区,马陆镇,70,70,1
江浙菜,老城隍之梅美小吃,嘉定区,嘉定镇,20,70,4
江浙菜,金通酒家,嘉定区,南翔,30,70,2
江浙菜,渔友舫象山石浦海鲜（曹安公路店）,嘉定区,江桥,88,70,1
江浙菜,洋场里弄,嘉定区,江桥,37,70,0
江浙菜,夸下海口精致小海鲜,嘉定区,嘉定镇仓场路,36,70,0
江浙菜,许家私藏菜,嘉定区,罗宾森广场,37,70,1
江浙菜,聚缘阁（马陆店）,嘉定区,马陆镇,78,70,0
江浙菜,大唐生态休闲·餐厅（宏泰园店）,嘉定区,马陆镇,88,70,0
江浙菜,徽粤轩,嘉定区,丰庄,85,70,0
江浙菜,四姑娘川菜馆（丰庄西路店）,嘉定区,丰庄,50,70,0
江浙菜,滁州土菜,嘉定区,江桥,50,70,0
江浙菜,龙厨品鲜坊（江桥店）,嘉定区,江桥,52,70,0
江浙菜,一碗炒饭,嘉定区,嘉定镇,40,70,0
江浙菜,老號家菜（星湖七号店）,嘉定区,南翔,75,70,0
江浙菜,张记农家菜,嘉定区,丰庄,80,70,0
江浙菜,浦顺768精菜馆,嘉定区,嘉定镇,50,60,2
江浙菜,翔云海鲜酒店（白银路店）,嘉定区,嘉定区,70,60,3
江浙菜,迎园餐厅,嘉定区,罗宾森广场,80,60,2
江浙菜,南翔饭店,嘉定区,南翔,78,60,1
江浙菜,军茹农家乐（平城路店）,嘉定区,嘉定镇,37,60,0
江浙菜,安徽饭店,嘉定区,博乐广场/州桥老街,40,60,0
江浙菜,段氏龙虾（平城路店）,嘉定区,嘉定西/悠活城,45,60,0
江浙菜,啊拉小吃,嘉定区,嘉定镇,20,60,0
江浙菜,锦泰酒店,嘉定区,南翔,50,60,0
江浙菜,醉生态农家菜,嘉定区,丰庄,40,60,0
江浙菜,禾谷淮扬菜,嘉定区,嘉定镇,63,80,6
江浙菜,协通大酒店·领鲜小厨,嘉定区,安亭黄渡镇,120,0,0
江浙菜,聚友食府,嘉定区,马陆镇,33,0,0
江浙菜,安徽土菜馨城酒家,嘉定区,江桥,58,80,0
江浙菜,鱼咬羊土灶台,嘉定区,华亭镇,35,0,2
江浙菜,静欣饭店,嘉定区,安亭镇,45,0,0
江浙菜,龙虾野餐土菜馆,嘉定区,丰庄,50,0,0
江浙菜,威港酒楼寿州农家菜,嘉定区,嘉定区,30,0,0
江浙菜,淮扬人家,嘉定区,嘉定区,53,0,0
江浙菜,口未传菜,嘉定区,嘉定镇,75,70,0
江浙菜,双凤羊肉馆·羊老周龙虾馆,嘉定区,嘉定镇,48,0,0
江浙菜,虞美食,嘉定区,江桥,18,0,0
江浙菜,阳澄好蟹,嘉定区,嘉定镇,180,0,0
江浙菜,豫息土菜馆,嘉定区,丰庄,70,0,0
江浙菜,泉鑫酒楼,嘉定区,江桥,65,0,0
江浙菜,口口中餐,嘉定区,嘉定镇,150,0,0
江浙菜,五福小馆,嘉定区,南翔,60,0,0
江浙菜,金葡萄酒店中餐部,嘉定区,嘉定镇仓场路,70,0,0
江浙菜,淳味阁,嘉定区,嘉定区,102,0,0
江浙菜,一家亲农家菜,嘉定区,嘉定镇,49,0,1
江浙菜,雅居饭店,嘉定区,嘉定镇,38,0,2
江浙菜,三品香小菜（卫清店）,金山区,卫清路,57,100,5370
江浙菜,湘源湘西主题餐厅,金山区,易家商业中心,51,100,2909
江浙菜,隆峰酒楼,金山区,卫清路,66,100,1883
江浙菜,疯味1987肉蟹煲（朱泾五福店）,金山区,五福商业广场,51,100,1043
江浙菜,小丁香私房菜（蒙山路店）,金山区,欧尚商业中心,64,100,935
江浙菜,经典80后汽车餐厅,金山区,万达广场,60,100,1397
江浙菜,元悦精菜馆,金山区,石化,80,100,342
江浙菜,英伦时光（朱泾镇店）,金山区,朱泾镇,45,100,780
江浙菜,湘港大酒店,金山区,石化,64,100,406
江浙菜,海汇精菜馆,金山区,万达广场,50,100,111
江浙菜,铜锣湾粗菜馆,金山区,易家商业中心,63,100,156
江浙菜,好人家酒店,金山区,石化,100,100,136
江浙菜,馨尚品主题餐厅,金山区,朱泾镇,53,100,140
江浙菜,沈家花缘元鼎店,金山区,卫清路,62,100,58
江浙菜,好灶头,金山区,枫泾镇,53,100,33
江浙菜,凤凰传奇餐厅,金山区,金山嘴,76,98,47
江浙菜,钟楼鱼虾馆,金山区,朱泾镇,55,100,1325
江浙菜,金福门（朱泾店）,金山区,五福商业广场,72,98,739
江浙菜,金山味道家味馆,金山区,石化,50,98,13
江浙菜,小三园私房菜,金山区,万达广场,41,100,41
江浙菜,福宴海鲜大酒楼,金山区,百联金山购物中心,59,98,599
江浙菜,丰收日（金山百联店）,金山区,百联金山购物中心,70,94,25
江浙菜,唐沁公馆,金山区,万达广场,59,94,55
江浙菜,鑫都酒楼,金山区,朱泾镇,47,94,50
江浙菜,君朝大酒店（朱泾店）,金山区,朱泾镇,62,94,14
江浙菜,金上海1号,金山区,朱泾镇,54,92,722
江浙菜,忆江南（金山店）,金山区,石化,61,92,724
江浙菜,钱江源乡之味,金山区,卫清路,45,92,84
江浙菜,龙羊天虾,金山区,朱泾镇,73,92,5
江浙菜,小食府酒楼,金山区,金山区,60,92,7
江浙菜,开心饭店,金山区,枫泾镇,70,98,9
江浙菜,富膳酒楼,金山区,枫泾镇,50,90,74
江浙菜,海上名门酒楼,金山区,石化,48,90,46
江浙菜,胖胖农家菜馆,金山区,枫泾镇,50,90,21
江浙菜,爱尚炉鱼（枫泾老街店）,金山区,枫泾镇,80,92,15
江浙菜,天府川菜,金山区,易家商业中心,36,92,29
江浙菜,阿婆农家菜,金山区,欧尚商业中心,30,88,49
江浙菜,皖南公社（卫零路店）,金山区,卫零路,30,84,298
江浙菜,善品渔村,金山区,石化,50,88,60
江浙菜,聚宾乐,金山区,石化,54,86,82
江浙菜,明记观海阁,金山区,金山嘴,54,86,54
江浙菜,灶头屋里,金山区,枫泾镇,56,86,36
江浙菜,金满园,金山区,枫泾镇,48,86,33
江浙菜,金山印象,金山区,朱泾镇,61,78,53
江浙菜,沈家花缘精菜馆,金山区,卫零路,94,84,16
江浙菜,海铭饭店,金山区,石化,50,80,16
江浙菜,鲜仙楼,金山区,蒙山路,54,80,11
江浙菜,和平农家菜,金山区,枫泾镇,40,80,7
江浙菜,古弄饭店,金山区,枫泾镇,50,80,4
江浙菜,醉枫楼酒家（醉枫楼）,金山区,枫泾镇,52,78,45
江浙菜,吉利海鲜楼,金山区,枫泾镇,59,78,155
江浙菜,一品餐厅,金山区,朱泾镇,46,78,134
江浙菜,芳心园农庄,金山区,金山区,40,78,26
江浙菜,明德园,金山区,金山区,61,78,6
江浙菜,广式煲仔饭（东林店）,金山区,朱泾镇,19,76,122
江浙菜,全盛大酒店,金山区,朱泾镇,45,72,162
江浙菜,枫溪人家,金山区,枫泾镇,55,72,5
江浙菜,孔福记港式烧腊餐厅,金山区,石化,31,70,65
江浙菜,兰桂坊菜馆,金山区,金山新城,17,70,6
江浙菜,锦江中华村农家乐饭庄,金山区,金山区,60,70,2
江浙菜,雪峰酒楼,金山区,卫清路,40,70,4
江浙菜,枫泾古镇娘舅农家菜,金山区,枫泾镇,55,70,1
江浙菜,阿林果蔬餐厅,金山区,枫泾镇,70,70,1
江浙菜,都灵酒店,金山区,金山嘴,50,70,1
江浙菜,渔味私家菜,金山区,金山嘴,70,70,0
江浙菜,私享汇,金山区,石化,100,70,0
江浙菜,休闲居（金山廊下农家乐）,金山区,金山区,53,70,0
江浙菜,有间厨房,金山区,朱泾镇,40,60,1
江浙菜,阿庆嫂农家菜,金山区,枫泾镇,50,60,0
江浙菜,欢喜福客来,金山区,石化,30,60,0
江浙菜,富民乐土菜馆,金山区,朱行镇,50,0,0
江浙菜,民羊山庄,金山区,朱泾镇,38,0,0
江浙菜,小岳餐馆,金山区,卫零路,13,0,1
江浙菜,周记老鹅馆,金山区,朱泾镇,30,0,2
江浙菜,弘鼎大酒店,金山区,金山区,50,0,3
江浙菜,三紫金,金山区,朱泾镇,58,0,1
江浙菜,川湘阁酒楼,金山区,枫泾镇,50,0,1
江浙菜,阿毛草莓园青浦采草莓（农家乐）,青浦区,青浦区,43,100,162
江浙菜,成玖·鱼虾满堂（吾悦店）,青浦区,青浦城区,72,100,2359
江浙菜,信天翁王府大酒店,青浦区,青浦城区,61,100,1794
江浙菜,煮流碗乐,青浦区,青浦城区,57,100,1943
江浙菜,妈妈菜（诸光路店）,青浦区,徐泾镇,57,100,645
江浙菜,依旧餐馆—1919,青浦区,青浦城区,60,100,1011
江浙菜,小阁楼（青湖路店）,青浦区,青浦城区,73,100,932
江浙菜,徽宴楼,青浦区,重固镇,67,100,479
江浙菜,伊丽名豪大酒店,青浦区,青浦城区,49,100,744
江浙菜,河鲜馆,青浦区,朱家角,43,100,232
江浙菜,黑山林土菜坊,青浦区,华新镇,36,100,570
江浙菜,井亭饭店,青浦区,朱家角,51,100,54
江浙菜,新美美土菜馆,青浦区,徐泾镇,58,100,469
江浙菜,风波庄酒家,青浦区,青浦城区,50,100,332
江浙菜,百年老店茂荪馆,青浦区,朱家角,50,100,112
江浙菜,上海味道（桥梓湾店）,青浦区,青浦城区,48,100,1678
江浙菜,鲜菜坊（河鲜馆2店）,青浦区,朱家角,48,100,78
江浙菜,涌泉饭庄柴火菜饭,青浦区,朱家角,67,100,58
江浙菜,大河酸菜鱼,青浦区,青浦城区,42,100,222
江浙菜,水云阁柴火饭·菜,青浦区,朱家角,48,100,58
江浙菜,联怡酒家,青浦区,青浦城区,42,100,105
江浙菜,鱼鲜馆农家菜（河鲜馆三店）,青浦区,朱家角,42,100,25
江浙菜,古乐乡农家菜,青浦区,朱家角,47,100,33
江浙菜,缘明土菜馆,青浦区,朱家角,50,100,28
江浙菜,新江南火锅店,青浦区,朱家角,48,100,75
江浙菜,金龄餐馆,青浦区,朱家角,50,100,42
江浙菜,弘德楼,青浦区,朱家角,49,100,28
江浙菜,聚丰源农家乐,青浦区,青浦区,58,100,39
江浙菜,傻子火锅万州烤鱼,青浦区,徐泾镇,34,100,92
江浙菜,洞天食府,青浦区,朱家角,45,100,11
江浙菜,馨爱咖啡,青浦区,青浦城区,39,100,137
江浙菜,小由菜（富绅店）,青浦区,青浦城区,19,100,33
江浙菜,南海7号海鲜餐厅,青浦区,青浦区,79,100,19
江浙菜,徽川湘聚特色烤鱼,青浦区,赵巷镇,45,100,25
江浙菜,波尔森大叔啤酒屋,青浦区,青浦区,73,100,52
江浙菜,艾提巴扎新疆餐厅,青浦区,华新镇,33,100,125
江浙菜,食锅酒灶,青浦区,朱家角,43,100,50
江浙菜,新鑫大酒店,青浦区,华新镇,42,100,21
江浙菜,鑫悦酒楼,青浦区,朱家角,47,100,22
江浙菜,三月三饭店,青浦区,朱家角,43,100,27
江浙菜,徽徽洲餐厅,青浦区,青浦城区,36,100,16
江浙菜,绍兴人家,青浦区,青浦城区,34,100,24
江浙菜,金辉大酒店,青浦区,青浦城区,80,100,17
江浙菜,渔水之家柴火菜饭,青浦区,朱家角,53,100,45
江浙菜,58号菜馆,青浦区,青浦城区,48,98,8
江浙菜,古桥人家（朱家角分店）,青浦区,朱家角,36,98,16
江浙菜,饭思哲家常小炒（中山医院店）,青浦区,家乐福/富绅国际,25,96,906
江浙菜,百岁养生一锅鱼,青浦区,重固镇,58,96,136
江浙菜,金牌小厨,青浦区,青浦城区,46,96,8
江浙菜,夏阳湖皇冠假日酒店中餐厅,青浦区,家乐福/富绅国际,81,94,17
江浙菜,丁香花园（新海路店）,青浦区,青浦城区,50,94,152
江浙菜,古镇人家,青浦区,朱家角,49,94,26
江浙菜,麦速莱餐厅,青浦区,青浦城区,44,94,8
江浙菜,江南公社（朱家角店）,青浦区,朱家角,52,92,1524
江浙菜,渔味餐厅,青浦区,青浦城区,43,92,126
江浙菜,老北京涮羊肉,青浦区,徐泾镇,66,96,56
江浙菜,千岛湖鱼庄（盈港路店）,青浦区,青浦城区,54,92,174
江浙菜,通津菜馆,青浦区,朱家角,50,92,140
江浙菜,乙丙润大酒店,青浦区,重固镇,97,92,38
江浙菜,枕河酒家农家乐,青浦区,朱家角,45,92,1
江浙菜,小由菜（吾悦广场店）,青浦区,青浦城区,17,90,300
江浙菜,原乡楼饭店,青浦区,朱家角,73,90,8
江浙菜,酒坛子饭桶（老灶柴火饭）,青浦区,朱家角,50,92,14
江浙菜,植雲饭店,青浦区,朱家角,49,90,7
江浙菜,西井阁饭店农家菜,青浦区,朱家角,50,90,12
江浙菜,萨尔茨堡,青浦区,青浦城区,50,90,6
江浙菜,燕子楼,青浦区,朱家角,46,86,142
江浙菜,徽州食府,青浦区,青浦区,30,86,13
江浙菜,赵记龙虾（赵记浦仓路店）,青浦区,青浦城区,39,86,268
江浙菜,渔家菜,青浦区,朱家角,46,84,56
江浙菜,玉轩海鲜酒楼,青浦区,青浦城区,43,84,48
江浙菜,汉宫海鲜大酒店（青浦店）,青浦区,青浦城区,80,78,14
江浙菜,778古镇农家土菜馆,青浦区,青浦区,45,86,33
江浙菜,冷饮批发红膏大闸蟹,青浦区,青浦城区,3,84,18
江浙菜,榕港海鲜大酒楼（青浦店）,青浦区,青浦城区,114,82,446
江浙菜,荣粤海鲜酒家,青浦区,青浦城区,84,82,85
江浙菜,谷粟香农庄,青浦区,家乐福/富绅国际,30,82,4
江浙菜,百家幸饭庄,青浦区,青浦区,30,80,13
江浙菜,雨竹轩,青浦区,华新镇,57,80,4
江浙菜,草鸡馆,青浦区,青浦城区,45,80,8
江浙菜,瓷立场茶餐厅,青浦区,朱家角,32,80,0
江浙菜,古村农家乐,青浦区,青浦区,50,80,1
江浙菜,百亩农家菜,青浦区,青浦区,50,80,0
江浙菜,百福来,青浦区,青浦区,50,80,0
江浙菜,联怡洪邦酒店（盈港东路店）,青浦区,青浦城区,67,80,475
江浙菜,亲妈家,青浦区,青浦城区,63,74,112
江浙菜,名香泰,青浦区,青浦城区,52,78,122
江浙菜,望江楼（北大街店）,青浦区,朱家角,47,78,41
江浙菜,老俞头农家乐,青浦区,朱家角,51,78,7
江浙菜,吾号人家,青浦区,青浦城区,35,82,20
江浙菜,刘三姐龙虾,青浦区,青浦城区,40,78,19
江浙菜,渔家小菜,青浦区,华新镇,40,78,4
江浙菜,小天华酒楼,青浦区,青浦城区,82,76,77
江浙菜,兴隆菜馆,青浦区,青浦城区,43,76,165
江浙菜,欣佳海鲜馆,青浦区,青浦城区,30,76,33
江浙菜,慈香阁饭店,青浦区,朱家角,46,76,6
江浙菜,象山半岛海鲜城,青浦区,青浦城区,50,74,369
江浙菜,河畔菜馆,青浦区,朱家角,40,74,51
江浙菜,品味小菜,青浦区,徐泾镇,57,72,216
江浙菜,疯味1987肉蟹煲,青浦区,徐泾镇,58,82,21
江浙菜,红枫林农家乐,青浦区,青浦区,89,70,18
江浙菜,段氏龙虾（海盈路店）,青浦区,青浦城区,30,70,4
江浙菜,何家桥酒楼,青浦区,朱家角,50,70,2
江浙菜,伊谷轩,青浦区,徐泾镇,56,70,3
江浙菜,小吴草莓园,青浦区,青浦区,33,70,0
江浙菜,沪华海鲜大酒楼（青浦店）,青浦区,青浦区,150,70,3
江浙菜,小菜一碟,青浦区,华新镇,30,70,3
江浙菜,上海东方绿舟度假村,青浦区,青浦区,98,70,0
江浙菜,水乡阁,青浦区,朱家角,50,70,0
江浙菜,大淀湖河鲜馆,青浦区,朱家角,50,70,0
江浙菜,合意家常菜,青浦区,青浦城区,15,70,0
江浙菜,盈客缘酒楼,青浦区,青浦城区,30,70,0
江浙菜,盈港金兰坊,青浦区,青浦城区,48,70,0
江浙菜,姐妹饭店,青浦区,朱家角,50,70,0
江浙菜,北青小院,青浦区,青浦城区,60,70,0
江浙菜,聚合欢南北小厨,青浦区,青浦城区,50,70,0
江浙菜,皖西人民公社,青浦区,青浦区,40,66,19
江浙菜,华鑫壹号,青浦区,青浦区,94,60,1
江浙菜,聚友餐阁,青浦区,徐泾镇,45,60,4
江浙菜,鑫源酒家,青浦区,青浦城区,41,60,1
江浙菜,宗正菜馆,青浦区,青浦城区,34,60,5
江浙菜,百年龙袍蟹黄汤包,青浦区,青浦区,38,60,0
江浙菜,川渔食俯,青浦区,青浦城区,35,60,0
江浙菜,皖乡情农家菜,青浦区,徐泾镇,40,60,0
江浙菜,花中花大院,青浦区,青浦城区,67,60,0
江浙菜,小川香,青浦区,青浦区,30,60,0
江浙菜,和合大酒店,青浦区,青浦区,30,60,0
江浙菜,美味,青浦区,朱家角,40,60,0
江浙菜,眼镜大排档,青浦区,朱家角,94,0,0
江浙菜,老伙计,青浦区,重固镇,45,70,6
江浙菜,隆山小菜,青浦区,青浦区,55,0,0
江浙菜,江南小灶,青浦区,青浦城区,45,0,0
江浙菜,盱眙龙虾烧烤小炒,青浦区,青浦城区,30,0,0
江浙菜,张记小菜,青浦区,青浦城区,30,0,0
江浙菜,金瓶农家乐,青浦区,青浦区,40,0,0
江浙菜,王琴饭店农家小院,青浦区,青浦区,50,0,0
江浙菜,阿四饭店,青浦区,青浦城区,50,0,0
江浙菜,上海娟娟草莓农家乐,青浦区,青浦区,40,0,0
江浙菜,食尚生活,青浦区,青浦区,30,0,0
江浙菜,油车浜饭庄,青浦区,朱家角,100,0,0
江浙菜,金城饭店精品农家菜,青浦区,青浦区,28,0,0
江浙菜,九星小厨,青浦区,重固镇,40,0,0
江浙菜,馋猫约串吧,青浦区,徐泾镇,51,0,0
江浙菜,陈记酸菜鱼,青浦区,青浦城区,45,0,0
江浙菜,佘山公馆中餐厅,青浦区,青浦区,150,0,0
江浙菜,邂逅情餐厅,青浦区,朱家角,40,0,0
江浙菜,川流不息,青浦区,青浦区,45,0,0
江浙菜,井亭大院,青浦区,朱家角,50,0,0
江浙菜,俊辉土菜馆饮食店,青浦区,青浦城区,40,0,1
江浙菜,鸿鼎河鲜馆,青浦区,朱家角,38,0,4
江浙菜,乡村土菜馆,青浦区,青浦区,20,0,1
江浙菜,王家味府,青浦区,青浦城区,50,0,5
江浙菜,头品一宅,奉贤区,金汇镇,50,100,1297
江浙菜,大牌农家乐（环城东路店）,奉贤区,奉浦,63,100,2072
江浙菜,味道餐厅,奉贤区,南桥百联购物中心,66,100,2032
江浙菜,悦洲阳光酒楼（通阳路店）,奉贤区,通阳路,83,100,1032
江浙菜,大海小鲜（奉浦店）,奉贤区,奉浦,93,100,1175
江浙菜,大海小鲜（通阳店）,奉贤区,通阳路,78,100,713
江浙菜,南郊宾馆阳光自助餐厅,奉贤区,南桥新城区,160,100,522
江浙菜,上海南桥绿地铂骊酒店品珍轩中餐厅,奉贤区,奉浦,88,100,-110
江浙菜,圣淘沙万怡酒店宴会厅,奉贤区,奉贤区,94,100,395
江浙菜,桐庐特色面馆,奉贤区,奉贤区,14,100,435
江浙菜,枕月酒店,奉贤区,通阳路,106,100,684
江浙菜,小元国（环城东路店）,奉贤区,奉浦,89,100,461
江浙菜,江南印象,奉贤区,奉贤区,67,100,533
江浙菜,红高粱回味妈妈菜,奉贤区,通阳路,56,100,140
江浙菜,古华山庄古华楼,奉贤区,奉贤区,90,100,239
江浙菜,溢香园,奉贤区,奉浦,50,100,526
江浙菜,大汇酒店,奉贤区,奉贤区,57,100,336
江浙菜,方青食尚餐厅,奉贤区,奉贤区,38,100,431
江浙菜,新海伦酒店,奉贤区,奉贤区,45,100,339
江浙菜,楼中阁农家乐,奉贤区,金汇镇,50,100,141
江浙菜,沈记小厨,奉贤区,通阳路,50,100,157
江浙菜,蒙古烤羊腿羊排,奉贤区,奉贤区,50,100,47
江浙菜,天乐酒家（新建西路店）,奉贤区,奉贤区,45,100,144
江浙菜,吴家小院（奉城店）,奉贤区,奉城镇,35,98,64
江浙菜,美都大酒店,奉贤区,易买得,38,100,99
江浙菜,悠仙云锦（海湾店）,奉贤区,海湾旅游区,56,100,174
江浙菜,民生酒店（金水苑店）,奉贤区,奉贤区,50,100,49
江浙菜,祥和私房菜,奉贤区,西渡镇,44,100,35
江浙菜,森勤国际大酒店,奉贤区,奉浦,100,100,29
江浙菜,胖哥俩肉蟹煲(奉贤宝龙城市广场店),奉贤区,奉贤区,56,100,1001
江浙菜,通力酒店（通力万达分店）,奉贤区,奉贤区,7940,100,15
江浙菜,古华小菜,奉贤区,奉贤区,33,100,17
江浙菜,梅子饭店,奉贤区,通阳路,49,94,105
江浙菜,麒祥大酒店（南桥体育中心店）,奉贤区,环城南路,87,94,1297
江浙菜,生态逸趣农家乐,奉贤区,庄行镇,61,90,36
江浙菜,启韵公馆（德丰路店）,奉贤区,南桥新城区,77,90,138
江浙菜,老味道农家菜,奉贤区,奉贤区,37,90,9
江浙菜,老镇小菜（南亭路店）,奉贤区,奉贤区,40,88,8
江浙菜,丰收日（南桥店）,奉贤区,南桥百联购物中心,103,82,210
江浙菜,民生酒店（正阳店）,奉贤区,奉贤区,80,86,645
江浙菜,谷香园,奉贤区,奉贤区,50,84,196
江浙菜,缪家羊肉馆,奉贤区,庄行镇,66,86,71
江浙菜,申龙酒店（阳光店）,奉贤区,奉贤区,88,84,1152
江浙菜,言子大食堂,奉贤区,奉城镇,29,84,17
江浙菜,蓝缘919运动主题农庄,奉贤区,奉贤区,50,84,18
江浙菜,豪祥酒家,奉贤区,通阳路,50,84,15
江浙菜,宏缘主题酒店,奉贤区,奉浦,73,82,454
江浙菜,馨丰小海鲜,奉贤区,奉贤区,50,82,258
江浙菜,上海老镇小菜,奉贤区,奉贤区,42,74,39
江浙菜,悦华大酒店餐厅,奉贤区,环城南路,100,82,1228
江浙菜,丰荷饭庄,奉贤区,金汇镇,81,82,33
江浙菜,聚润宾馆（餐饮部）,奉贤区,南桥新城区,40,82,51
江浙菜,农家小厨,奉贤区,奉贤区,60,80,35
江浙菜,全家福农家乐,奉贤区,西渡镇,50,76,6
江浙菜,阳澄湖牌大闸蟹（环城东路店）,奉贤区,奉贤区,200,80,0
江浙菜,文鼎餐厅,奉贤区,金汇镇,53,78,87
江浙菜,老邻阁小菜,奉贤区,奉浦,44,78,10
江浙菜,三和菜馆,奉贤区,西渡镇,40,78,7
江浙菜,上海海景海港大酒店（餐饮部）,奉贤区,奉贤区,77,76,8
江浙菜,好地方家常菜,奉贤区,奉贤区,36,74,64
江浙菜,金汇小馆,奉贤区,金汇镇,50,72,5
江浙菜,味出名门（头桥店）,奉贤区,奉贤区,50,70,8
江浙菜,五谷香土菜楼,奉贤区,海湾旅游区,45,70,0
江浙菜,嘉园饭店,奉贤区,奉贤区,55,70,2
江浙菜,皇记108餐厅,奉贤区,南桥新城区,35,92,1
江浙菜,新贤山庄,奉贤区,奉贤区,50,70,0
江浙菜,肆年,奉贤区,海湾旅游区,48,70,0
江浙菜,皖北菜馆,奉贤区,金汇镇,20,70,0
江浙菜,平福大酒店,奉贤区,奉贤区,68,70,0
江浙菜,鼎元山莊（庄行羊肉）,奉贤区,庄行镇,80,70,0
江浙菜,南桥印象,奉贤区,通阳路,80,70,0
江浙菜,江南大院,奉贤区,通阳路,60,60,0
江浙菜,朱家羊肉馆,奉贤区,庄行镇,80,60,0
江浙菜,江南名府,奉贤区,奉城镇,47,60,1
江浙菜,宏蜜农家乐,奉贤区,奉贤区,67,60,2
江浙菜,尚客小菜,奉贤区,海湾旅游区,30,60,2
江浙菜,梦雅饭庄,奉贤区,奉贤区,53,80,0
江浙菜,汇金一号餐厅（嘉园路店）,奉贤区,金汇镇,50,0,1
江浙菜,阳澄好蟹,奉贤区,海湾旅游区,180,0,0
江浙菜,浦城菜馆,奉贤区,奉贤区,44,0,0
江浙菜,上海303,奉贤区,南桥新城区,441,0,0
江浙菜,石锅鱼村,奉贤区,柘林镇,60,0,3
江浙菜,老西门酒家（崇明私房菜八一路店）,崇明区,南门,59,100,1179
江浙菜,颐景茶道,崇明区,南门,44,100,841
江浙菜,崇明金大妈农家乐餐厅（森林公园店）,崇明区,东平森林公园,40,100,30
江浙菜,大雄农家乐（森林公园店）,崇明区,东平森林公园,100,100,7
江浙菜,崇明森林公园虹桥农家乐,崇明区,东平森林公园,50,100,3
江浙菜,陆港小镇酒楼,崇明区,南门,56,94,621
江浙菜,景轩阁,崇明区,堡镇,38,96,18
江浙菜,瀛通大酒店餐厅,崇明区,南门,59,94,714
江浙菜,名岛咖啡（陈家镇店）,崇明区,陈家镇,70,92,148
江浙菜,崇明易家缘农家乐（森林公园店）,崇明区,东平森林公园,58,90,22
江浙菜,龙群度假村,崇明区,东平森林公园,343,92,11
江浙菜,小六农家乐,崇明区,西沙湿地,48,90,2
江浙菜,诚鑫特色农家菜（森林公园店）,崇明区,东平森林公园,50,90,0
江浙菜,鼎盛食府,崇明区,长兴岛,49,88,57
江浙菜,千岛湖渔莊,崇明区,长兴岛,30,88,14
江浙菜,新老板娘大酒店,崇明区,南门,92,86,362
江浙菜,崇明人家,崇明区,崇明区,68,86,58
江浙菜,麦盛莉（陈家镇宝岛酒店）,崇明区,陈家镇,71,82,193
江浙菜,麦轩美食城,崇明区,崇明区,49,84,133
江浙菜,迪欧咖啡（八一路店）,崇明区,南门,80,82,460
江浙菜,得悦楼（原香锅年代）,崇明区,堡镇,51,80,350
江浙菜,上岛咖啡（堡镇店）,崇明区,堡镇,58,82,191
江浙菜,长兴岛郊野公园农场食堂,崇明区,长兴岛,81,80,15
江浙菜,崇明胡式土菜,崇明区,陈家镇,47,80,1
江浙菜,来发农家菜馆,崇明区,崇明区,38,80,2
江浙菜,凌一刀羊肉馆,崇明区,南门,44,80,16
江浙菜,老范农家乐,崇明区,崇明区,58,80,0
江浙菜,精菜阁（崇明森林公园店）,崇明区,东平森林公园,50,80,0
江浙菜,春心农家私房菜,崇明区,崇明区,101,80,0
江浙菜,诚诚酒楼,崇明区,南门,85,78,135
江浙菜,小莹莹餐厅,崇明区,南门,40,78,42
江浙菜,稻和湾生态园（风土人情生态食府）,崇明区,堡镇,50,78,24
