菜系分类,商家名称,下辖区,商圈,人均消费,评分,评价人数
川湘菜,溪雨观酸菜鱼（上南路店）,浦东新区,迪士尼,59,100,4109
川湘菜,溪雨观酸菜鱼（惠南店）,浦东新区,野生动物园外围,57,100,9828
川湘菜,淮南牛肉汤会馆（宝龙广场店）,浦东新区,曹路,33,100,4249
川湘菜,红辣椒（张杨路店）,浦东新区,八佰伴,84,100,2797
川湘菜,麻省理功-深海烤鱼（东方路店）,浦东新区,陆家嘴,72,100,1096
川湘菜,望湘园（潍坊店）,浦东新区,浦东新区,82,100,1332
川湘菜,溪雨观酸菜鱼（周东路店）,浦东新区,迪士尼,55,100,1391
川湘菜,面非面重庆料理（面非面三钢里店）,浦东新区,世博园,32,100,490
川湘菜,鱼酷活鱼现烤（三钢里店）,浦东新区,世博园,86,100,464
川湘菜,重庆.我家酸菜鱼,浦东新区,世博园,56,100,1679
川湘菜,川中故事（东书房店）,浦东新区,世博园,68,100,1169
川湘菜,桃花源酒家（张江店）,浦东新区,张江,49,100,2582
川湘菜,西游麻辣香锅（南泉北路店）,浦东新区,陆家嘴,54,100,836
川湘菜,人间烟火（汇智国际店）,浦东新区,张江,51,100,1681
川湘菜,江南公社（惠南镇店）,浦东新区,野生动物园外围,59,100,741
川湘菜,川乐小镇（金科路店）,浦东新区,张江,48,94,1266
川湘菜,侬来辣冒菜（施湾绿地店）,浦东新区,浦东机场/机场镇,20,100,421
川湘菜,粗菜淡饭（金海店）,浦东新区,曹路,49,100,1227
川湘菜,我家酸菜鱼（川沙家乐福店）,浦东新区,迪士尼,55,100,1862
川湘菜,壹品鱼·我家酸菜鱼（康桥店）,浦东新区,迪士尼,64,100,671
川湘菜,九度湘菜（三林店）,浦东新区,世博园,62,100,416
川湘菜,江枫鱼火,浦东新区,临港新城/泥城,54,100,777
川湘菜,魔锅坊麻辣香锅（秀沿店）,浦东新区,迪士尼,54,100,645
川湘菜,我家石锅鱼,浦东新区,迪士尼,50,100,1451
川湘菜,冒香园冒菜（妙境店）,浦东新区,迪士尼,29,100,891
川湘菜,魔锅坊麻辣香锅（紫薇路店）,浦东新区,张江,51,100,494
川湘菜,小城渔家（96广场店）,浦东新区,八佰伴,82,100,53
川湘菜,湘坂亭（周浦万达店）,浦东新区,迪士尼,56,100,750
川湘菜,厚味香辣馆（金桥金海路宝龙店）,浦东新区,曹路,65,100,1030
川湘菜,熊喵四川麻辣香锅（汇智国际店）,浦东新区,张江,43,100,682
川湘菜,军民小菜,浦东新区,世博园,57,100,425
川湘菜,品鱼轩（浦东大道店）,浦东新区,源深体育中心,84,100,271
川湘菜,川流不息（川沙店）,浦东新区,迪士尼,56,100,1006
川湘菜,川奇冒菜（城东路店）,浦东新区,野生动物园外围,23,100,672
川湘菜,辣旺鱼庄段式龙虾,浦东新区,陆家嘴,93,100,249
川湘菜,9家湘菜（中房金谊广场店）,浦东新区,世博园,56,98,646
川湘菜,汉东酸菜鱼（莲安东路店）,浦东新区,北蔡,59,100,452
川湘菜,巫山烤鱼（城东路店）,浦东新区,野生动物园外围,48,100,1068
川湘菜,江南公社（川沙店）,浦东新区,迪士尼,58,100,720
川湘菜,本塘·我家酸菜鱼（秀沿路店）,浦东新区,迪士尼,56,100,668
川湘菜,沪部巷楚文化餐厅【龙虾季】（大拇指店）,浦东新区,浦东新区,69,100,46
川湘菜,家湘菜（莲园路店）,浦东新区,北蔡,40,100,462
川湘菜,靓味村夫烤鱼（周浦店）,浦东新区,迪士尼,50,100,384
川湘菜,红桃9麻辣料理（宝龙城市广场店）,浦东新区,曹路,51,100,126
川湘菜,新招鲜巫山烤鱼（羽山路店）,浦东新区,金桥,64,92,149
川湘菜,重庆鸡公煲川夫烤鱼（顾唐路店）,浦东新区,曹路,30,100,370
川湘菜,福祺道新概念鱼餐厅,浦东新区,航头,48,100,136
川湘菜,周先生餐厅（南汇店）,浦东新区,野生动物园外围,62,100,524
川湘菜,味知食尚烤鱼（川沙北市街店）,浦东新区,迪士尼,60,100,300
川湘菜,羿府湘菜（博览汇广场店）,浦东新区,世纪公园,49,100,430
川湘菜,本色 我家酸菜鱼（福山路店）,浦东新区,八佰伴,63,100,198
川湘菜,江枫鱼火麻辣香锅（临港宝龙店）,浦东新区,临港新城/泥城,39,100,290
川湘菜,重庆石锅鱼烤活鱼,浦东新区,航头,60,100,377
川湘菜,沪部巷楚文化餐厅【龙虾季】（梅花路店）,浦东新区,世纪公园,72,100,46
川湘菜,香宜度麻辣香锅（齐河路店）,浦东新区,浦东新区,41,100,276
川湘菜,老味道湘菜,浦东新区,迪士尼,66,100,39
川湘菜,香辣蟹（上南路店）,浦东新区,迪士尼,69,100,103
川湘菜,溪雨观酸菜鱼（牌楼东路店）,浦东新区,新场,49,100,300
川湘菜,重庆鸡公煲村夫烤鱼,浦东新区,航头,37,100,134
川湘菜,川沪饭店,浦东新区,高东/杨园,48,98,183
川湘菜,东坡鱼府（迪斯尼店）,浦东新区,迪士尼,65,98,55
川湘菜,溪雨观酸菜鱼（绿地东海岸店）,浦东新区,迪士尼,48,100,522
川湘菜,香辣蟹（三林店）,浦东新区,浦东新区,50,100,32
川湘菜,深海鱼庄,浦东新区,浦东新区,44,100,105
川湘菜,乡村土灶台巫山烤鱼,浦东新区,张江,39,100,117
川湘菜,思湘阁,浦东新区,金桥商业广场,50,100,86
川湘菜,五厨（96广场店）,浦东新区,八佰伴,55,100,14
川湘菜,毛家湘菜,浦东新区,金桥,47,100,80
川湘菜,范小柒 （龙虾浦电路店）,浦东新区,浦东新区,59,100,24
川湘菜,虾府烤鱼,浦东新区,源深体育中心,64,100,67
川湘菜,溪雨观酸菜鱼（源深体育馆店）,浦东新区,源深体育中心,41,100,40
川湘菜,魔锅坊麻辣香锅,浦东新区,迪士尼,40,100,219
川湘菜,喜倌儿龙凤楼（迪斯尼店）,浦东新区,迪士尼,49,100,501
川湘菜,辛渝宴·秘制江湖鱼（三钢里店）,浦东新区,浦东新区,52,100,50
川湘菜,本塘我家酸菜鱼（航头店）,浦东新区,航头,50,100,277
川湘菜,渔人客栈,浦东新区,迪士尼,50,100,168
川湘菜,乌托邦娱乐餐吧（小龙虾）,浦东新区,迪士尼,82,100,89
川湘菜,皖沪湘川,浦东新区,迪士尼,46,100,82
川湘菜,卜鱼者说-深海烤鱼,浦东新区,迪士尼,115,100,35
川湘菜,鼎好鱼（临港宝龙店）,浦东新区,临港新城/泥城,51,100,97
川湘菜,珍馨麻辣香锅,浦东新区,金桥,20,100,43
川湘菜,巴厘龙虾（周浦万达店）,浦东新区,迪士尼,54,100,25
川湘菜,聚味鸡公煲&麻辣香锅,浦东新区,浦东机场/机场镇,35,100,90
川湘菜,故湘（潍坊路店）,浦东新区,陆家嘴,95,100,51
川湘菜,刘记麻辣香锅,浦东新区,外高桥,33,100,68
川湘菜,小团圆私厨菜,浦东新区,陆家嘴,54,100,29
川湘菜,香奥人家,浦东新区,迪士尼,37,100,16
川湘菜,吃货石锅鱼,浦东新区,浦东机场/机场镇,35,100,32
川湘菜,本塘我家酸菜鱼（北蔡店）,浦东新区,北蔡,58,100,43
川湘菜,重庆鸡公煲（浦电路店）,浦东新区,陆家嘴,34,100,48
川湘菜,红麒麟成都料理,浦东新区,陆家嘴,33,100,142
川湘菜,魔锅坊（苏航生活广场店）,浦东新区,航头,51,100,62
川湘菜,三彩人家,浦东新区,浦东新区,45,100,29
川湘菜,侬来辣冒菜（绿地乐和城店）,浦东新区,迪士尼,30,100,137
川湘菜,湖南农家小炒（潍坊三村店）,浦东新区,浦东新区,37,100,38
川湘菜,烤鱼府~正宗烤鱼,浦东新区,野生动物园外围,62,100,49
川湘菜,葫芦蛙炭烧牛蛙餐厅（龙阳广场店）,浦东新区,浦东新区,70,100,45
川湘菜,马总家欢迎您,浦东新区,迪士尼,85,100,68
川湘菜,渝府烤鱼街,浦东新区,迪士尼,65,100,69
川湘菜,望湘园（百联川沙店）,浦东新区,迪士尼,90,100,31
川湘菜,半城半乡,浦东新区,浦东新区,25,100,0
川湘菜,渝府我家泡菜鱼（秀沿路 迪士尼店）,浦东新区,迪士尼,57,98,277
川湘菜,兔当家（三钢里店）,浦东新区,世博园,67,98,622
川湘菜,八酒食（马樱丹路店）,浦东新区,临港新城/泥城,36,98,167
川湘菜,浦东人民公社,浦东新区,浦东新区,52,98,47
川湘菜,川中故事（周康路店）,浦东新区,迪士尼,66,96,2554
川湘菜,川香园麻辣香锅（惠南百联店）,浦东新区,野生动物园外围,40,98,1197
川湘菜,拿渡麻辣香锅（南汇乐购店）,浦东新区,野生动物园外围,59,96,1121
川湘菜,湘源时尚主题湘菜（临港店）,浦东新区,临港新城/泥城,57,96,347
川湘菜,沪碗湘,浦东新区,外高桥,47,96,398
川湘菜,麻辣火锅鸡,浦东新区,外高桥,39,96,177
川湘菜,倪氏盱眙龙虾（川沙店）,浦东新区,迪士尼,78,96,45
川湘菜,品安煲,浦东新区,浦东新区,50,92,12
川湘菜,品川（长泰广场店）,浦东新区,张江,134,94,418
川湘菜,李记麻辣香锅（龙阳广场店）,浦东新区,浦东新区,48,94,1285
川湘菜,蜀州渔（张江店）,浦东新区,张江,55,94,1510
川湘菜,巧手香锅牛蛙（龙汇路店）,浦东新区,浦东新区,62,94,23
川湘菜,柠檬椒砂锅鱼（百联东郊店）,浦东新区,迪士尼,74,94,162
川湘菜,我在成都等你（崂山路店）,浦东新区,八佰伴,49,94,100
川湘菜,君满客特色酸菜鱼,浦东新区,迪士尼,50,94,41
川湘菜,彭福川湘菜馆·万州烤鱼（上海金桥大拇指广场店）,浦东新区,金桥,73,94,43
川湘菜,聚福鑫,浦东新区,迪士尼,44,94,38
川湘菜,赣湘阁【江西特色菜】,浦东新区,世纪公园,40,94,9
川湘菜,盆盆香川味食代（龙汇路店）,浦东新区,浦东新区,70,94,9
川湘菜,再回首泡椒牛蛙,浦东新区,世博园,48,90,104
川湘菜,恰麻辣香锅（云雅路店）,浦东新区,迪士尼,42,92,932
川湘菜,湘音土菜馆（紫薇路店）,浦东新区,张江,54,92,450
川湘菜,麓湘小镇（新梅联合广场店）,浦东新区,陆家嘴,59,92,25
川湘菜,农二哥农家小菜,浦东新区,张江,32,92,238
川湘菜,湘约湘菜馆,浦东新区,迪士尼,32,90,268
川湘菜,大碗湘,浦东新区,迪士尼,46,92,189
川湘菜,好妈妈川菜（外高桥店）,浦东新区,外高桥,45,90,135
川湘菜,蜀湘宴（上川路店）,浦东新区,曹路,57,92,74
川湘菜,溪雨观酸菜鱼（金海路宝龙广场店）,浦东新区,曹路,60,96,14
川湘菜,正杰一品酸菜鱼,浦东新区,浦东新区,75,90,37
川湘菜,湘沪缘,浦东新区,迪士尼,40,92,32
川湘菜,本色 我家酸菜鱼（金杨路店）,浦东新区,金桥,78,92,3
川湘菜,东北烧烤巫山烤鱼,浦东新区,金桥,43,92,1
川湘菜,魔锅坊麻辣香锅（1088广场店）,浦东新区,陆家嘴,45,90,492
川湘菜,倪氏盱眙龙虾（周浦店）,浦东新区,迪士尼,58,98,72
川湘菜,溪雨观酸菜鱼（唐镇店）,浦东新区,迪士尼,65,92,42
川湘菜,巫山烤鱼,浦东新区,世博园,25,90,99
川湘菜,七香锅（地纬广场店）,浦东新区,迪士尼,24,92,75
川湘菜,巴渝疯味,浦东新区,迪士尼,34,90,10
川湘菜,重庆鸡公煲巫山烤鱼,浦东新区,曹路,97,90,201
川湘菜,小二班成都烫捞瓦锅饭（龙阳广场店）,浦东新区,浦东新区,28,90,2
川湘菜,江边月影·烤全鱼（龙阳广场店）,浦东新区,浦东新区,78,88,2281
川湘菜,林制烤鱼（曹路店）,浦东新区,曹路,61,88,1094
川湘菜,川香园麻辣香锅（金高路店）,浦东新区,金桥,45,90,30
川湘菜,村夫烤鱼（佳林路店）,浦东新区,金桥,62,88,392
川湘菜,喜月小厨,浦东新区,张江,67,88,60
川湘菜,蜀山烤鱼火锅,浦东新区,野生动物园外围,38,88,215
川湘菜,竹岛食府川湘菜,浦东新区,迪士尼,29,88,43
川湘菜,品鱼轩（北蔡休闲广场店）,浦东新区,北蔡,80,86,21
川湘菜,魔锅坊麻辣香锅,浦东新区,张江,49,84,447
川湘菜,荳荳小厨,浦东新区,外高桥,49,84,169
川湘菜,杨国有麻辣烫麻辣香锅,浦东新区,临港新城/泥城,24,84,129
川湘菜,川江汇海,浦东新区,临港新城/泥城,48,84,153
川湘菜,二毛川菜馆（曹路店）,浦东新区,曹路,54,84,40
川湘菜,川湘汇,浦东新区,浦东新区,30,84,42
川湘菜,金九龙（栖霞路店）,浦东新区,八佰伴,39,84,30
川湘菜,湘霸王旗舰店,浦东新区,野生动物园外围,45,94,18
川湘菜,巴国布衣（世博店）,浦东新区,世博园,101,82,681
川湘菜,翠蝶（川沙百联店）,浦东新区,迪士尼,90,90,14
川湘菜,桃花源酒家（高行店）,浦东新区,高行,50,82,313
川湘菜,湘厨（秀浦路店）,浦东新区,迪士尼,47,82,195
川湘菜,潇湘寨（城东路店）,浦东新区,野生动物园外围,51,80,195
川湘菜,一品酸菜鱼（永泰路店）,浦东新区,世博园,35,82,10
川湘菜,巫山烤全鱼&重庆鸡公煲（海洋店）,浦东新区,临港新城/泥城,53,84,6
川湘菜,食全酒美,浦东新区,野生动物园外围,30,82,13
川湘菜,福祺道新概念麻辣主题鱼,浦东新区,曹路,37,82,10
川湘菜,毛湘土菜,浦东新区,迪士尼,40,82,9
川湘菜,帅锅麻辣香锅,浦东新区,浦东新区,21,82,11
川湘菜,辣翻天川菜馆（盛夏路店）,浦东新区,张江,47,80,520
川湘菜,学俊宋记香辣蟹（潍坊西路店）,浦东新区,陆家嘴,64,80,89
川湘菜,重庆鸡公煲,浦东新区,迪士尼,35,78,177
川湘菜,福娃麻辣香锅,浦东新区,金桥,36,80,74
川湘菜,火辣川菜馆,浦东新区,陆家嘴,44,80,69
川湘菜,美蛙王子（歌婓店）,浦东新区,世博园,48,80,2
川湘菜,宋记香辣蟹（云端赛跑陆家嘴店）,浦东新区,浦东新区,90,80,1
川湘菜,二爷厨房,浦东新区,陆家嘴,67,80,11
川湘菜,翠蝶（百联世纪店）,浦东新区,八佰伴,90,80,2
川湘菜,川娃子家常川菜,浦东新区,迪士尼,23,80,17
川湘菜,辣香椒东坡铜锅鱼成都小吃（浦东八佰伴店）,浦东新区,陆家嘴,72,80,3
川湘菜,源味餐厅,浦东新区,新场,53,80,6
川湘菜,辣煌,浦东新区,世博园,99,80,4
川湘菜,宽窄巷子老成都串串香,浦东新区,世博园,58,80,1
川湘菜,九牧十羊,浦东新区,迪士尼,41,80,0
川湘菜,约辣（百联世纪店）,浦东新区,八佰伴,45,80,4
川湘菜,辣有道五味麻辣香锅,浦东新区,金桥,30,80,1
川湘菜,川渝诱惑（云雅路店）,浦东新区,张江,25,90,0
川湘菜,忆香园,浦东新区,金桥,60,80,0
川湘菜,匠粉世家（PLUS乐坊店）,浦东新区,世纪公园,30,80,0
川湘菜,重庆鸡公煲川夫烤鱼（光明店）,浦东新区,高东/杨园,65,80,0
川湘菜,食来运转（长清路店）,浦东新区,世博园,50,80,0
川湘菜,鱼跃龙门老坛酸菜鱼,浦东新区,新场,42,80,0
川湘菜,兄弟小菜（塘桥店）,浦东新区,陆家嘴,52,78,755
川湘菜,好岛咖啡,浦东新区,迪士尼,47,78,392
川湘菜,旺川園,浦东新区,金桥,50,78,340
川湘菜,湘湘家常菜（海阳路店）,浦东新区,浦东新区,49,78,312
川湘菜,三湘人家,浦东新区,野生动物园外围,49,78,90
川湘菜,我家酸菜鱼（川沙南桥路店）,浦东新区,迪士尼,44,78,260
川湘菜,碳烤鱼（洪庙店）,浦东新区,迪士尼,50,78,153
川湘菜,金湘缘,浦东新区,源深体育中心,70,78,127
川湘菜,溪雨观酸菜鱼（江镇店）,浦东新区,浦东机场/机场镇,70,78,12
川湘菜,湘味小厨,浦东新区,迪士尼,40,78,105
川湘菜,乌龙山庄土菜馆,浦东新区,迪士尼,48,76,194
川湘菜,四季红（八佰伴崂山路店）,浦东新区,浦东新区,50,76,123
川湘菜,鱼烤场（川沙店）,浦东新区,迪士尼,76,80,23
川湘菜,和香居,浦东新区,高东/杨园,50,76,64
川湘菜,蜀航阁,浦东新区,航头,48,76,11
川湘菜,村夫烤鱼,浦东新区,浦东新区,50,76,2
川湘菜,俏江南（联洋广场店）,浦东新区,世纪公园,121,74,797
川湘菜,毛家湘菜（辣旺潮汕砂煲粥）,浦东新区,金桥,48,74,350
川湘菜,湘情酒店,浦东新区,陆家嘴,66,74,271
川湘菜,万和轩中餐厅,浦东新区,金桥,87,74,59
川湘菜,天天水煮鱼,浦东新区,高东/杨园,57,74,130
川湘菜,老根山庄,浦东新区,临港新城/泥城,50,74,113
川湘菜,川鸿川菜馆,浦东新区,张江,51,76,25
川湘菜,衣锦环湘,浦东新区,金桥,55,74,84
川湘菜,巫山烤鱼（清鱼坊）,浦东新区,浦东新区,60,74,20
川湘菜,重庆碳火烤鱼王（龙阳店）,浦东新区,浦东新区,60,74,9
川湘菜,重庆鸡公煲（三林路店）,浦东新区,世博园,35,74,13
川湘菜,游子川湘菜,浦东新区,浦东新区,41,74,32
川湘菜,盱眙康氏龙虾城,浦东新区,金杨地区,85,72,465
川湘菜,喜湘汇,浦东新区,迪士尼,58,72,386
川湘菜,溪雨观酸菜鱼（施湾店）,浦东新区,浦东机场/机场镇,70,78,17
川湘菜,红枫小厨,浦东新区,源深体育中心,60,72,117
川湘菜,四川江湖菜馆（梅花路店）,浦东新区,世纪公园,58,70,1
川湘菜,疯味1987肉蟹煲（恒生广场店）,浦东新区,迪士尼,65,70,4
川湘菜,鼎盛川菜,浦东新区,张江,30,70,4
川湘菜,重庆鸡公煲烤鱼,浦东新区,八佰伴,62,68,7
川湘菜,遇见烤吧,浦东新区,外高桥,34,70,2
川湘菜,回头旺川湘菜,浦东新区,世博园,52,70,1
川湘菜,you好运烤鱼,浦东新区,八佰伴,70,70,1
川湘菜,小红椒,浦东新区,迪士尼,67,70,2
川湘菜,拿渡麻辣香锅（现代广场店）,浦东新区,迪士尼,60,70,0
川湘菜,毛傢湘菜,浦东新区,浦东新区,25,70,3
川湘菜,阿伦小菜,浦东新区,金桥,50,70,1
川湘菜,七里湘,浦东新区,陆家嘴,68,70,2
川湘菜,皖西老鹅馆（通济路店）,浦东新区,浦东新区,38,70,1
川湘菜,重庆酸菜鱼庄,浦东新区,曹路,27,70,2
川湘菜,巫山烤全鱼,浦东新区,金桥,39,70,2
川湘菜,渝都精品川菜,浦东新区,金桥,68,70,1
川湘菜,聚雅轩,浦东新区,浦东机场/机场镇,40,70,2
川湘菜,藤椒鸡.酸菜鱼,浦东新区,迪士尼,20,70,3
川湘菜,姐妹菜馆,浦东新区,高行,40,70,1
川湘菜,麻麻川菜,浦东新区,浦东新区,20,70,2
川湘菜,北门香（北艾店）,浦东新区,浦东新区,30,70,3
川湘菜,古夜郎复古西南民族料理,浦东新区,金杨地区,51,70,1
川湘菜,重庆家常菜,浦东新区,航头,38,70,1
川湘菜,邻家小厨,浦东新区,世博园,40,70,1
川湘菜,包子大叔麻辣香锅,浦东新区,野生动物园外围,27,70,1
川湘菜,大厨小菜,浦东新区,迪士尼,30,70,1
川湘菜,湘忆轩,浦东新区,张江,58,70,0
川湘菜,川菜食府·一品天下,浦东新区,迪士尼,45,70,1
川湘菜,蜀香汇,浦东新区,迪士尼,46,70,1
川湘菜,川香阁,浦东新区,世博园,35,70,0
川湘菜,新姜记,浦东新区,浦东新区,40,70,0
川湘菜,淳味王麻辣香锅,浦东新区,新国际博览中心,35,70,0
川湘菜,渝味川香（川沙店）,浦东新区,迪士尼,55,70,0
川湘菜,老地方餐馆,浦东新区,外高桥,68,70,0
川湘菜,张记食府,浦东新区,金桥,50,70,0
川湘菜,湘缘瓦煲饭,浦东新区,迪士尼,18,70,0
川湘菜,徽湘阁,浦东新区,迪士尼,30,70,0
川湘菜,传统地锅,浦东新区,野生动物园外围,35,70,0
川湘菜,地锅鸡,浦东新区,浦东机场/机场镇,30,70,0
川湘菜,鑫湘阁,浦东新区,迪士尼,45,70,0
川湘菜,私家小厨,浦东新区,世博园,30,70,0
川湘菜,阿炳小菜,浦东新区,世博园,30,70,0
川湘菜,民友酒楼,浦东新区,世博园,66,70,0
川湘菜,新泽老香锅,浦东新区,张江,45,70,0
川湘菜,川味饭店,浦东新区,迪士尼,30,70,0
川湘菜,浩蕊小厨,浦东新区,新场,45,70,0
川湘菜,川鄂人家,浦东新区,世博园,40,70,0
川湘菜,一品香川菜馆,浦东新区,野生动物园外围,35,70,0
川湘菜,湘水阁,浦东新区,迪士尼,26,70,0
川湘菜,巫山烤全鱼,浦东新区,张江,50,70,0
川湘菜,红辣椒川菜馆,浦东新区,浦东新区,28,70,0
川湘菜,百味川菜,浦东新区,迪士尼,30,70,0
川湘菜,9家湘菜（紫薇路店）,浦东新区,张江,50,70,0
川湘菜,渝都精品川菜,浦东新区,外高桥,58,70,0
川湘菜,川川川冒菜,浦东新区,世博园,28,60,0
川湘菜,蜀尚缘,浦东新区,浦东新区,45,70,0
川湘菜,靖海农家菜,浦东新区,野生动物园外围,50,70,0
川湘菜,世博餐厅,浦东新区,浦东新区,30,70,0
川湘菜,够味麻辣香锅,浦东新区,世博园,20,70,0
川湘菜,浏阳蒸菜,浦东新区,张江,20,70,0
川湘菜,蜀烩冒菜（博山路店）,浦东新区,金桥,29,70,0
川湘菜,蜀湘味道家常菜,浦东新区,迪士尼,33,70,0
川湘菜,巫山烤全鱼（宣桥店）,浦东新区,浦东新区,30,66,51
川湘菜,新记食府,浦东新区,新场,68,70,4
川湘菜,重庆鸡公煲巫山烤全鱼（蓝村路店）,浦东新区,陆家嘴,35,60,4
川湘菜,湘味人家,浦东新区,张江,25,60,3
川湘菜,红唇诱惑,浦东新区,曹路,20,60,2
川湘菜,重庆鸡公煲（环桥店）,浦东新区,浦东新区,42,60,1
川湘菜,龙门煮（绿地乐和城店）,浦东新区,迪士尼,42,60,2
川湘菜,财记麻辣香锅（张江店）,浦东新区,张江,35,60,2
川湘菜,川湘园,浦东新区,外高桥,40,60,2
川湘菜,壹品牛蛙（重庆鸡公煲）乡夫烤鱼,浦东新区,陆家嘴,50,70,1
川湘菜,毛湘土菜,浦东新区,航头,48,60,1
川湘菜,徽宴酒家,浦东新区,浦东新区,58,70,0
川湘菜,杨记渔家码头,浦东新区,浦东新区,60,60,0
川湘菜,一牛九品,浦东新区,迪士尼,74,60,0
川湘菜,蜀兴源麻辣香锅,浦东新区,张江,30,60,0
川湘菜,鱼来了（龙虾&馋嘴蛙）,浦东新区,迪士尼,20,60,0
川湘菜,七爷鱼头,浦东新区,高行,70,0,0
川湘菜,渔府我家酸菜鱼,浦东新区,世博园,68,0,4
川湘菜,盱眙邵氏龙虾,浦东新区,野生动物园外围,61,0,1
川湘菜,湘当有味,浦东新区,野生动物园外围,44,0,0
川湘菜,缘来石锅鱼•麻辣香锅,浦东新区,浦东新区,30,0,0
川湘菜,渔蛙故事,浦东新区,张江,20,70,0
川湘菜,重庆程氏小菜（南桥路店）,浦东新区,迪士尼,27,0,0
川湘菜,王记徽菜,浦东新区,张江,40,0,0
川湘菜,重庆藤椒鱼庄,浦东新区,迪士尼,40,0,0
川湘菜,胖子家常菜,浦东新区,浦东机场/机场镇,30,0,0
川湘菜,川香人家,浦东新区,迪士尼,45,0,0
川湘菜,蒸湘味浏阳蒸菜,浦东新区,迪士尼,20,0,0
川湘菜,川越人家,浦东新区,迪士尼,35,0,0
川湘菜,湘蒸味（周浦店）,浦东新区,迪士尼,20,0,0
川湘菜,一品地锅村,浦东新区,临港新城/泥城,35,0,0
川湘菜,外婆蒸菜馆,浦东新区,张江,15,0,0
川湘菜,食尚川湘菜馆（思博店）,浦东新区,野生动物园外围,28,0,0
川湘菜,津丞黄焖鸡,浦东新区,浦东新区,20,0,0
川湘菜,江西小炒（川湘菜）,浦东新区,浦东新区,30,0,0
川湘菜,辣道坊,浦东新区,金桥,35,0,0
川湘菜,蜀湘源,浦东新区,迪士尼,40,0,0
川湘菜,杨记灶头,浦东新区,新场,40,0,0
川湘菜,尚品麻辣香锅,浦东新区,金桥,20,0,0
川湘菜,粥饭之家（华佗路店）,浦东新区,张江,20,0,0
川湘菜,巴塞罗辣麻辣香锅（八滋九味美食广场店）,浦东新区,世博园,34,0,2
川湘菜,蜀一蜀二冒菜香锅,浦东新区,世纪公园,25,0,4
川湘菜,闽川菜馆,浦东新区,迪士尼,26,0,1
川湘菜,经典川菜坊,浦东新区,金桥,50,0,1
川湘菜,川湘阁,浦东新区,张江,41,0,2
川湘菜,嗲湘小厨,浦东新区,高行,30,0,29
川湘菜,宝煲家,浦东新区,浦东新区,35,0,2
川湘菜,紫薇格格川味面（妙境路店）,浦东新区,迪士尼,14,0,0
川湘菜,旺池川菜（正大乐城店）,徐汇区,徐汇区,79,100,3431
川湘菜,渝香情绿色怀旧餐厅（徐家汇店）,徐汇区,徐家汇/肇嘉浜路沿线,65,100,2745
川湘菜,小都成（美罗城店）,徐汇区,徐家汇,80,100,3136
川湘菜,玉林串串香（徐汇南丹路店）,徐汇区,徐家汇,67,100,442
川湘菜,口湘堂（徐汇万体馆店）,徐汇区,万体馆,59,100,638
川湘菜,溪雨观酸菜鱼（康健路店）,徐汇区,漕河泾/田林,61,100,158
川湘菜,重庆酸菜鱼,徐汇区,徐家汇,60,100,157
川湘菜,潇湘记,徐汇区,漕河泾/田林,67,100,93
川湘菜,喵鲜鲜-鲜椒鱼蟹煲,徐汇区,漕河泾/田林,64,100,62
川湘菜,琳琅,徐汇区,徐汇区,133,90,1
川湘菜,蜀府（徐家汇店）,徐汇区,徐家汇,82,98,723
川湘菜,诸葛烤鱼（汇金奥特莱斯店）,徐汇区,上海南站,68,96,1792
川湘菜,魔锅坊麻辣香锅（徐家汇店）,徐汇区,徐家汇,45,96,549
川湘菜,他湘遇见你（天钥桥路店）,徐汇区,徐家汇,78,98,8
川湘菜,渔仁码头&巫山烤全鱼,徐汇区,音乐学院,55,94,345
川湘菜,开心小厨,徐汇区,徐家汇/肇嘉浜路沿线,50,90,65
川湘菜,蜀地源冒菜,徐汇区,漕河泾/田林,25,92,82
川湘菜,麻辣小馆 （老成都串串香）,徐汇区,徐汇区,29,90,13
川湘菜,品川（桃江店）,徐汇区,衡山路,152,88,66
川湘菜,鱼酷活鱼现烤（百脑汇上海店）,徐汇区,徐家汇,90,92,25
川湘菜,巫山烤全鱼（龙华路店）,徐汇区,龙华,38,92,485
川湘菜,重庆鸡公煲（复兴中路店）,徐汇区,音乐学院,49,86,54
川湘菜,辽北家园饺子馆,徐汇区,上海南站,48,86,28
川湘菜,一品湘辣馆,徐汇区,徐汇区,32,84,148
川湘菜,谭记·私房川菜（田尚坊商业中心店）,徐汇区,漕河泾/田林,60,84,25
川湘菜,重庆鸡公煲（凯旋南路店）,徐汇区,龙华,35,84,60
川湘菜,爱尚逗蛙（光启城店）,徐汇区,光启城,80,80,20
川湘菜,申乐鸡餐厅,徐汇区,上海南站,76,82,69
川湘菜,椒锅锅（绿地店）,徐汇区,徐汇区,46,80,2
川湘菜,辛渝宴·秘制江湖鱼（光启城时尚购物中心店）,徐汇区,光启城,53,80,4
川湘菜,兜约·下饭菜（船厂店）,徐汇区,徐汇区,40,80,0
川湘菜,一丈红,徐汇区,复兴西路/丁香花园,81,80,1
川湘菜,品辛赏辣自选香锅（光启城时尚购物中心店）,徐汇区,光启城,43,78,191
川湘菜,熊猫川菜,徐汇区,漕河泾/田林,66,78,108
川湘菜,浏阳蒸菜（光启城时尚购物中心店）,徐汇区,光启城,20,78,46
川湘菜,麻香辣爽（正大乐城店）,徐汇区,徐汇区,50,78,13
