商家,区域,商圈,星级,服务,价格,销量
盲人经络足疗养生馆,雨花台区,花生唐/板桥,4.7,单人深层经络推拿,88,329
佳佤盲人推拿足疗中心（大周路店）,雨花台区,花生唐/板桥,4.6,单人盲人推拿养生,79,326
佳佤盲人推拿足疗中心,雨花台区,虹悦城,5.0,单人盲人推拿养生,79,326
秀陶足道养生馆（永乐路店）,雨花台区,紫荆广场/宜家,4.8,单人超值足疗按摩套餐,68,266
名正堂（紫荆广场店）,雨花台区,紫荆广场/宜家,4.8,单人DDS生物电经络1次,50,250
泓润然休闲养生会所,雨花台区,花生唐/板桥,5.0,单人养生汗蒸1次,9.9,250
静韵堂盲人推拿按摩馆,雨花台区,虹悦城,5.0,单人尊享推拿1小时,69.9,205
足语堂,雨花台区,虹悦城,5.0,单人足疗＋足底罐＋锤脚特惠套餐,49.9,203
古今足道,雨花台区,铁心桥/楚翘城,4.9,单人养生足疗+全身推拿1次,128,187
千释按摩保健中心,雨花台区,紫荆广场/宜家,4.5,经络刮痧,35,177
千足缘会所,浦口区,浦口区,3.0,单人足疗+中式按摩,88,36
贝诗泊蒂,浦口区,南京信息工程大学,4.3,单人贝诗泊蒂SPA套餐,29.9,32
国颐堂中医推拿（桥北店）,浦口区,华侨城,5.0,单人经络推拿1次（60分钟）,49.9,28
紫月足浴会所,浦口区,明发外滩广场,5.0,泰式按摩+中式足疗,98,28
蓉道足艺,浦口区,浦口区,4.1,单人养生足浴加全身SPA套餐,169,24
扬州足疗,浦口区,浦口区,4.5,单人超值足疗,50,21
中正堂,浦口区,浦口区,5.0,单人肩颈专项调理/腰腿专项调理,78,20
沁心园休闲养生会所（桥北金盛店）,浦口区,浦口区,4.5,单人风雅SPA,268,15
鑫泊湾足疗会所,浦口区,明发外滩广场,4.9,精品SPA,468,14
足留香足部保健,浦口区,浦口区,4.0,单人鱼疗体验1次,19.8,14
尚足足浴会所,浦口区,明发外滩广场,4.3,玉足松体,199.9,14
灸艾堂中式养生艾灸馆,浦口区,浦口区,3.5,单人火罐（后背/腹部/腿部）1次,13.13,13
易指经络中医推拿馆,浦口区,浦口区,4.6,五行火罐,18,12
古韵专业纤体养生,浦口区,浦口区,3.5,单人养生套餐,38,11
智足,浦口区,浦口区,3.8,足浴,35,8
御龙轩,浦口区,浦口区,3.0,单人全身指压1次,88,7
太极灸吧,浦口区,明发外滩广场,3.5,单人中式推拿+火罐套餐,58,7
ACN经络美容养生馆,浦口区,浦口区,4.5,单人坐灸体验一次,8.8,4
妙手盲人推拿,浦口区,浦口区,3.5,全身穴位推拿+拔火罐,68,4
学友足疗,浦口区,浦口区,3.5,单人艾草足疗,40,3
爱康盲人推拿,浦口区,浦口区,3.5,单人肩部调理,59,0
